SA1_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
80105105607,0,0,3,44,75,17,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,71,22,0,0,147
80105105701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,169,0,0,0,0,173,0,0,4,169,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,169,0,0,0,0,177
80105105702,0,0,0,22,15,7,0,0,36,0,0,12,49,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,12,49,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,70,15,7,0,0,99
80105105703,0,0,14,41,20,15,3,7,90,0,0,6,14,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,18,0,6,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,57,20,15,3,7,127
80105105704,0,0,6,24,18,8,3,0,68,0,0,20,0,0,0,0,0,20,0,0,20,17,0,0,0,0,29,0,0,35,17,0,0,0,0,52,0,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,37,18,8,6,0,131
80105105705,0,0,0,20,54,24,3,0,103,0,0,49,17,0,0,0,0,64,0,34,0,0,0,0,0,0,33,0,32,49,17,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52,36,54,22,3,5,206
80105105706,0,0,0,0,0,0,0,0,0,4,16,31,0,0,0,0,4,52,0,5,44,0,0,0,0,0,49,4,16,75,0,0,0,0,4,105,0,0,69,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,141,0,0,0,0,4,178
80105105708,0,0,4,85,40,9,3,0,146,0,0,3,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,10,0,14,14,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,92,48,9,3,0,186
80105105709,0,0,4,5,8,0,0,0,21,0,5,6,9,0,0,0,0,23,0,0,0,30,3,0,0,0,38,0,5,6,42,3,0,0,0,56,0,23,16,4,0,0,0,0,46,0,36,73,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,85,4,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,97,54,11,0,0,0,229
80105105711,0,0,0,18,6,0,0,0,25,0,0,0,6,0,0,0,0,10,0,16,112,22,0,0,0,0,160,0,16,116,29,3,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,122,20,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,160,122,20,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,237,63,7,0,0,0,486
80105105712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,14,0,0,0,0,37,0,9,22,14,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,31,33,0,0,0,0,0,65,12,71,111,11,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,104,143,16,0,0,0,6,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,111,162,25,0,0,0,6,317
80105105713,0,0,4,40,25,0,0,0,75,0,3,0,0,0,0,0,0,4,0,0,0,39,6,0,0,0,51,0,3,4,44,6,0,0,0,54,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,85,29,3,0,0,134
80105105714,0,0,4,44,21,6,0,4,77,0,0,0,7,0,0,0,0,5,0,0,0,14,0,0,0,0,17,0,0,0,22,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,28,11,0,4,103
80105105715,0,0,9,13,4,0,0,0,27,0,0,0,3,0,0,0,0,4,0,3,20,15,0,0,0,0,37,0,3,19,13,3,0,0,0,42,0,12,33,8,0,0,0,0,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,8,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,58,36,11,0,0,4,132
80105105801,0,0,16,69,67,8,0,0,170,0,4,5,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,0,21,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,84,70,11,4,3,200
80105105802,0,4,13,86,38,6,0,0,149,0,7,6,0,0,0,0,0,13,0,5,5,0,0,0,0,0,8,0,11,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,92,38,6,0,0,173
80105105803,0,4,5,38,24,5,0,0,75,0,4,0,4,0,0,0,0,8,0,0,0,14,0,0,0,0,14,0,4,0,17,0,0,0,0,21,0,18,30,0,0,0,0,0,58,0,32,21,4,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,4,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,51,58,24,5,0,0,199
80105105804,0,0,8,49,31,15,0,0,106,0,0,15,9,0,0,0,0,22,0,0,0,4,0,0,0,0,4,0,0,15,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,58,34,15,0,0,126
80105105805,0,0,5,50,26,7,0,0,84,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,26,7,0,0,90
80105105806,0,0,5,50,16,5,0,0,82,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,20,21,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,50,22,5,0,5,136
80105105807,0,0,6,67,82,20,3,0,189,0,4,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,5,0,4,0,5,0,0,0,0,12,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,79,82,20,3,0,206
80105105808,0,4,5,59,62,27,5,0,160,0,7,6,7,9,0,0,0,27,0,0,0,0,3,0,0,0,3,0,3,10,7,12,0,0,0,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,65,67,31,5,0,196
80105105809,0,0,8,38,39,7,0,0,95,0,0,4,14,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,22,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,53,43,7,0,0,126
80105105810,0,6,10,36,41,12,3,0,106,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,45,41,12,3,0,122
80105105811,0,0,13,44,53,7,4,0,119,0,13,11,19,0,0,0,5,53,0,10,7,7,5,0,0,0,32,0,30,23,24,0,0,0,5,77,0,24,8,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,43,63,55,7,4,3,232
80105105812,0,8,4,54,46,7,6,0,126,0,0,0,8,4,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,60,48,7,6,0,139
80105105813,0,0,5,22,6,0,0,0,28,0,0,3,3,4,0,0,0,10,0,6,9,38,0,0,0,0,61,0,14,15,40,0,0,0,0,67,0,16,41,7,0,0,0,0,67,0,60,87,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,129,7,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,145,72,6,0,3,4,311
80105105814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106003,0,0,0,21,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,20,4,34,7,0,0,0,62,0,20,5,34,7,0,0,0,66,0,38,49,14,0,0,0,4,93,0,85,87,11,0,0,0,0,180,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,137,19,0,0,0,4,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,144,73,16,0,0,4,380
80105106006,0,8,9,37,30,20,3,6,111,0,0,9,25,4,0,0,0,42,0,0,3,11,5,0,0,0,13,0,0,9,32,10,0,0,0,55,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,69,33,22,3,0,168
80105106007,0,0,3,29,30,17,0,0,83,0,0,0,13,8,0,0,0,21,0,0,0,16,5,0,0,0,18,0,0,0,29,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,39,17,0,0,123
80105106008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,103,75,8,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,148,81,8,0,0,0,5,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,81,8,0,0,0,5,236
80105106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,9,0,0,0,0,85,0,26,3,0,0,0,0,0,27,0,30,41,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,76,87,11,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,87,11,0,0,0,0,179
80105106011,0,0,3,14,14,3,0,0,43,0,0,0,5,0,0,0,0,9,0,0,4,19,3,0,0,0,19,0,0,4,24,4,0,0,0,30,0,0,0,0,4,0,0,0,4,0,20,6,0,0,0,0,0,25,0,0,25,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,6,6,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,37,45,23,3,0,0,134
80105106012,0,0,0,4,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,8,9,21,4,0,0,0,46,0,8,9,29,4,0,0,0,47,0,0,8,0,0,0,0,0,8,0,65,108,20,0,0,0,3,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,116,20,0,0,0,4,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,129,47,9,0,0,9,259
80105106013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,17,4,9,0,0,0,41,4,11,17,4,9,0,0,0,41,0,0,0,6,0,0,0,0,6,0,18,10,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,30,13,9,0,0,0,75
80105106014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,71,35,4,0,0,0,159,0,54,72,33,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,104,141,72,4,0,0,4,315,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,106,141,72,4,0,0,4,318
80105106015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,17,0,6,5,4,0,0,0,0,17,0,30,13,5,0,0,0,0,53,0,0,28,28,0,0,0,0,56,0,3,10,0,0,0,0,0,20,0,4,83,26,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,44,137,56,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,148,61,0,0,0,0,255
80105106101,0,4,10,62,42,3,0,0,125,0,4,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,4,0,3,0,0,0,0,13,0,0,9,0,0,0,0,0,9,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,4,29,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,73,42,3,0,3,172
80105106102,0,0,4,70,31,9,0,0,119,0,0,0,6,0,0,0,0,6,0,0,8,0,0,0,0,0,5,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,78,31,9,0,0,127
80105106103,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,8,0,0,0,108,0,0,0,0,114,0,0,3,115,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,29,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,131,0,0,0,0,173
80105106106,0,0,0,44,20,8,0,0,69,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,40,24,8,0,0,84
80105106107,0,4,5,55,38,9,0,0,108,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,9,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,61,38,9,0,0,132
80105106108,0,0,15,78,40,8,5,0,144,0,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,29,22,0,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,22,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,36,87,46,8,4,6,217
80105106109,0,3,4,75,45,9,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,75,45,9,0,0,145
80105106110,0,0,7,64,39,9,0,0,126,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,67,38,9,0,0,139
80105106111,0,8,8,65,31,3,0,6,112,0,7,7,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,72,31,3,0,6,134
