code,name,male couples,female couples,opposite-sex couples,total couples
SAL22276,Shepparton East,0,0,289,289
SAL22277,Shepparton North,0,3,447,449
SAL22278,Sherbrooke,0,0,71,71
SAL22279,Shoreham,0,5,171,175
SAL22280,Sidonia,0,0,7,7
SAL22281,Silvan,0,0,332,334
SAL22282,Silverleaves,0,0,74,77
SAL22283,Simpson (Vic.),0,0,130,130
SAL22284,Simpsons Creek,0,0,11,11
SAL22285,Simson,0,0,19,19
SAL22286,Skenes Creek,0,0,58,61
SAL22287,Skenes Creek North,0,0,7,7
SAL22288,Skibo,0,0,17,17
SAL22289,Skinners Flat,0,0,0,0
SAL22290,Skipton,0,4,106,106
SAL22291,Skye (Vic.),4,11,1802,1817
SAL22292,Slaty Creek,0,0,11,11
SAL22293,Smeaton,0,0,60,59
SAL22294,Smiths Beach,0,0,73,73
SAL22295,Smiths Gully,0,0,90,90
SAL22296,Smokeytown,0,0,10,10
SAL22297,Smoko,0,0,17,16
SAL22298,Smythes Creek,4,0,447,453
SAL22299,Smythesdale,3,3,285,289
SAL22300,Snake Island,0,0,0,0
SAL22301,Snake Valley,0,4,183,187
SAL22302,Soldiers Hill (Vic.),11,9,570,580
SAL22303,Somers,3,5,459,464
SAL22304,Somerton (Vic.),0,0,0,0
SAL22305,Somerville (Vic.),0,19,2736,2756
SAL22306,Sorrento (Vic.),3,4,514,521
SAL22307,South Dudley,0,0,81,81
SAL22308,South Geelong,6,0,202,207
SAL22309,South Kingsville,8,7,474,487
SAL22310,South Melbourne,107,24,2256,2391
SAL22311,South Morang,25,31,5641,5703
SAL22312,South Purrumbete,0,0,34,34
SAL22313,South Wharf,0,0,14,14
SAL22314,South Yarra,265,66,4421,4750
SAL22315,Southbank,197,62,4296,4562
SAL22316,Southern Cross (Vic.),0,0,37,37
SAL22317,Spargo Creek,0,0,7,10
SAL22318,Speed,0,0,18,18
SAL22319,Spotswood,21,6,633,658
SAL22320,Spring Gully (Vic.),0,0,673,683
SAL22321,Spring Hill (Vic.),0,0,52,52
SAL22322,Springbank,0,0,19,19
SAL22323,Springdallah,0,0,10,10
SAL22324,Springfield (Buloke - Vic.),0,0,0,0
SAL22325,Springfield (Macedon Ranges - Vic.),0,0,45,48
SAL22326,Springhurst,0,0,91,91
SAL22327,Springmount,0,0,40,39
SAL22328,Springvale (Vic.),26,25,4164,4211
SAL22329,Springvale South,11,7,2477,2499
SAL22330,St Albans (Vic.),30,26,6677,6739
SAL22331,St Albans Park,0,7,1093,1103
SAL22332,St Andrews (Vic.),0,0,287,293
SAL22333,St Andrews Beach,3,0,228,233
SAL22334,St Arnaud,0,0,467,468
SAL22335,St Arnaud East,0,0,17,17
SAL22336,St Arnaud North,0,0,12,12
SAL22337,St Clair (Vic.),0,0,7,7
SAL22338,St Germains,0,0,14,14
SAL22339,St Helena,0,0,720,719
SAL22340,St Helens (Vic.),0,0,11,11
SAL22341,St Helens Plains,0,0,9,9
SAL22342,St James (Vic.),0,0,33,33
SAL22343,St Kilda (Vic.),193,95,3242,3527
SAL22344,St Kilda East,92,34,2304,2432
SAL22345,St Kilda West,11,10,557,576
SAL22346,St Leonards (Vic.),8,27,886,918
SAL22347,Staceys Bridge,0,0,13,13
SAL22348,Staffordshire Reef,0,0,11,11
SAL22349,Staghorn Flat,0,0,92,96
SAL22350,Stanhope (Vic.),0,0,184,184
SAL22351,Stanley (Vic.),0,0,101,106
SAL22352,Staughton Vale,0,0,24,24
SAL22353,Stavely,0,0,9,9
SAL22354,Stawell,0,3,1307,1313
SAL22355,Steels Creek,0,0,65,70
SAL22356,Steiglitz (Vic.),0,0,18,18
SAL22357,Stewarton (Vic.),0,0,24,24
SAL22358,Stirling (Vic.),0,0,0,0
SAL22359,Stockdale,0,0,12,12
SAL22360,Stockyard Hill,0,0,11,11
SAL22361,Stonehaven,0,0,19,23
SAL22362,Stoneleigh (Vic.),0,0,12,12
SAL22363,Stony Creek (Central Goldfields - Vic.),0,0,0,0
SAL22364,Stony Creek (South Gippsland - Vic.),0,0,77,77
SAL22365,Stonyford,0,0,18,18
SAL22366,Stradbroke,0,0,48,48
SAL22367,Strangways,0,0,24,27
SAL22368,Straten,0,0,0,0
SAL22369,Stratford (Vic.),0,6,743,754
SAL22370,Strath Creek,0,0,39,39
SAL22371,Strathallan,0,0,43,43
SAL22372,Strathbogie,0,0,82,82
SAL22373,Strathdale,3,9,1322,1334
SAL22374,Strathdownie,0,0,45,45
SAL22375,Strathewen,0,0,37,37
SAL22376,Strathfieldsaye,3,10,1715,1723
SAL22377,Strathkellar,0,0,24,24
SAL22378,Strathlea,0,0,4,4
SAL22379,Strathmerton,0,0,232,232
SAL22380,Strathmore (Vic.),15,9,2147,2171
SAL22381,Strathmore Heights,0,0,247,246
SAL22382,Strathtulloh,3,8,957,968
SAL22383,Streatham,0,0,35,35
SAL22384,Strzelecki (Vic.),0,0,27,27
SAL22385,Stuart Mill,0,0,20,20
SAL22386,Sugarloaf (Vic.),0,0,0,0
SAL22387,Sugarloaf Creek,0,0,57,63
SAL22388,Suggan Buggan,0,0,0,0
SAL22389,Sulky,0,0,64,64
SAL22390,Summerlands,0,0,0,0
SAL22391,Sunbury,49,59,8848,8954
SAL22392,Sunday Creek,0,0,91,96
SAL22393,Sunderland Bay,3,0,50,54
SAL22394,Sunset Strip (Vic.),0,0,84,85
SAL22395,Sunshine (Vic.),20,17,1729,1760
SAL22396,Sunshine North,11,5,2162,2183
SAL22397,Sunshine West,36,18,3546,3596
SAL22398,Surf Beach (Vic.),3,0,142,147
SAL22399,Surrey Hills,9,17,3242,3271
SAL22400,Sutherland (Vic.),0,0,3,3
SAL22401,Sutherlands Creek,0,0,34,34
SAL22402,Sutton (Vic.),0,0,5,5
SAL22403,Sutton Grange,0,0,44,43
SAL22404,Swan Bay (Vic.),0,0,16,16
SAL22405,Swan Hill,0,13,2339,2352
SAL22406,Swan Hill West,0,0,3,3
SAL22407,Swan Island,0,0,0,0
SAL22408,Swan Marsh,0,0,25,25
SAL22409,Swan Reach (Vic.),0,0,231,229
SAL22410,Swanpool,0,0,60,57
SAL22411,Swanwater,0,0,0,0
SAL22412,Swanwater West,0,0,4,4
SAL22413,Swifts Creek,0,0,44,43
SAL22414,Sydenham (Vic.),6,6,2175,2191
SAL22415,Sylvaterre,0,0,3,3
SAL22416,Tabberabbera,0,0,0,0
SAL22417,Tabilk,0,0,35,34
SAL22418,Tabor,0,0,14,14
SAL22419,Taggerty,0,0,99,105
SAL22420,Tahara,0,0,8,11
SAL22421,Tahara Bridge,0,0,8,8
SAL22422,Tahara West,0,0,0,4
SAL22423,Talbot (Vic.),0,0,92,96
SAL22424,Talgarno,0,0,65,67
SAL22425,Tallandoon,0,0,21,21
SAL22426,Tallangatta,0,0,251,251
SAL22427,Tallangatta East,0,0,13,13
SAL22428,Tallangatta South,0,0,36,36
SAL22429,Tallangatta Valley,0,0,45,51
SAL22430,Tallarook,7,0,184,185
SAL22431,Tallygaroopna,5,0,122,128
SAL22432,Tambo Crossing,0,0,14,14
SAL22433,Tambo Upper,0,0,95,95
SAL22434,Tamboon,0,0,0,0
SAL22435,Tamboritha,0,0,0,0
SAL22436,Taminick,0,0,31,30
SAL22437,Tamleugh,0,0,16,16
SAL22438,Tamleugh North,0,0,8,8
SAL22439,Tandarook,0,0,6,6
SAL22440,Tandarra,0,0,17,20
SAL22441,Tangambalanga,0,0,231,231
SAL22442,Tanjil,0,0,0,0
SAL22443,Tanjil Bren,0,0,0,0
SAL22444,Tanjil South,0,0,135,140
SAL22445,Tanwood,0,0,3,3
SAL22446,Tanybryn,0,0,0,0
SAL22447,Taradale (Vic.),4,4,111,121
SAL22448,Tarcombe,0,0,5,5
SAL22449,Tarilta,0,0,4,4
SAL22450,Tarnagulla,0,0,30,34
SAL22451,Tarneit,35,41,12277,12352
SAL22452,Tarnook,0,0,23,23
SAL22453,Taroon,0,0,9,9
SAL22454,Tarra Valley,0,0,21,21
SAL22455,Tarranyurk,0,0,12,12
SAL22456,Tarraville,0,0,21,21
SAL22457,Tarrawarra,0,0,17,17
SAL22458,Tarrawingee,0,0,114,113
SAL22459,Tarrayoukyan,0,0,12,12
SAL22460,Tarrengower,0,0,16,16
SAL22461,Tarrenlea,0,0,10,10
SAL22462,Tarrington,0,0,87,87
SAL22463,Tarrone,0,0,16,16
SAL22464,Tarwin,0,0,14,14
SAL22465,Tarwin Lower,0,0,129,133
SAL22466,Tatong,0,0,83,81
SAL22467,Tatura,0,4,1098,1103
SAL22468,Tatura East,0,0,35,35
SAL22469,Tatyoon,0,0,27,27
SAL22470,Tawonga,0,0,146,143
SAL22471,Tawonga South,0,0,249,254
SAL22472,Taylor Bay,0,0,12,12
SAL22473,Taylors Hill,12,7,3574,3593
SAL22474,Taylors Lakes,8,8,3825,3842
SAL22475,Teal Point,0,0,14,14
SAL22476,Tecoma,7,7,482,488
SAL22477,Teddywaddy,0,0,8,8
SAL22478,Teddywaddy West,0,0,3,3
SAL22479,Teesdale (Vic.),0,0,588,588
SAL22480,Telangatuk East,0,0,19,19
SAL22481,Telford,0,0,5,5
SAL22482,Telopea Downs,0,0,5,5
SAL22483,Templestowe,11,11,4272,4297
SAL22484,Templestowe Lower,4,16,3414,3438
SAL22485,Tempy,0,0,12,12
SAL22486,Tenby Point,0,0,51,54
SAL22487,Tennyson (Vic.),0,0,13,13
SAL22488,Terang,4,0,476,487
SAL22489,Terip Terip,0,0,18,21
SAL22490,Terrappee,0,0,7,7
SAL22491,Terrick Terrick,0,0,6,6
SAL22492,Terrick Terrick East,0,0,3,3
SAL22493,Tesbury,0,0,26,26
SAL22494,Tetoora Road,0,0,20,20
SAL22495,Thalia,0,0,0,0
SAL22496,The Basin (Vic.),3,6,1050,1055
SAL22497,The Cove,0,0,4,4
SAL22498,The Gurdies,0,0,59,59
SAL22499,The Heart,0,0,7,7
SAL22500,The Honeysuckles,0,0,34,34
SAL22501,The Patch,0,0,283,280
SAL22502,The Sisters,0,0,24,24
SAL22503,Thologolong,0,0,7,7
SAL22504,Thomastown,16,20,4280,4321
SAL22505,Thomson (Baw Baw - Vic.),0,0,0,0
SAL22506,Thomson (Greater Geelong - Vic.),7,0,268,279
SAL22507,Thoona,0,0,31,31
SAL22508,Thornbury,70,116,3809,4000
SAL22509,Thornhill Park,6,3,718,733
SAL22510,Thornton (Vic.),0,0,74,69
SAL22511,Thorpdale,0,0,115,121
SAL22512,Thorpdale South,0,0,4,3
SAL22513,Thowgla Valley,0,0,19,19
SAL22514,Three Bridges,0,0,44,44
SAL22515,Timbarra (Vic.),0,0,0,0
SAL22516,Timboon,0,3,280,284
SAL22517,Timboon West,0,0,16,16
SAL22518,Timmering,0,0,25,25
SAL22519,Timor (Vic.),0,0,11,11
SAL22520,Timor West,0,0,4,4
SAL22521,Tinamba,0,0,80,79
SAL22522,Tinamba West,0,0,19,19
SAL22523,Tintaldra,0,0,18,18
SAL22524,Tittybong,0,0,0,0
SAL22525,Tol Tol,0,0,43,43
SAL22526,Tolmie,0,4,151,152
SAL22527,Tom Groggin,0,0,0,0
SAL22528,Tongala,3,0,418,417
SAL22529,Tonghi Creek,0,0,7,7
SAL22530,Tongio,0,0,10,10
SAL22531,Tonimbuk,0,0,68,68
SAL22532,Tooan,0,0,5,5
SAL22533,Tooborac,0,0,74,75
SAL22534,Toolamba,0,0,207,207
SAL22535,Toolamba West,0,0,30,30
SAL22536,Toolangi,5,0,90,88
SAL22537,Toolern Vale,0,0,200,198
SAL22538,Toolleen,0,0,52,56
SAL22539,Toolome,0,0,0,0
SAL22540,Toolondo,0,0,16,16
SAL22541,Toolong,0,0,20,20
SAL22542,Toombon,0,0,0,0
SAL22543,Toongabbie (Vic.),0,4,264,271
SAL22544,Toora (Vic.),0,0,147,147
SAL22545,Toora North,0,0,23,23
SAL22546,Tooradin,0,5,379,383
SAL22547,Toorak,65,17,2795,2878
SAL22548,Toorloo Arm,0,0,93,95
SAL22549,Toorongo,0,0,0,0
SAL22550,Tootgarook,0,6,680,680
SAL22551,Torquay (Vic.),10,36,4388,4438
SAL22552,Torrita,0,0,11,11
SAL22553,Torrumbarry,0,0,63,63
SAL22554,Torwood,0,0,12,12
SAL22555,Tostaree,0,0,7,7
SAL22556,Tottenham (Vic.),0,0,0,0
SAL22557,Tottington,0,0,0,0
SAL22558,Tourello,0,0,11,11
SAL22559,Towan,0,0,4,4
SAL22560,Towaninny,0,0,0,0
SAL22561,Towaninny South,0,0,0,0
SAL22562,Tower Hill,0,0,20,20
SAL22563,Towong,0,0,38,38
SAL22564,Towong Upper,0,0,10,10
SAL22565,Trafalgar (Vic.),6,8,926,935
SAL22566,Trafalgar East,0,0,118,118
SAL22567,Trafalgar South,0,0,77,77
SAL22568,Tragowel,0,0,17,17
SAL22569,Traralgon,15,28,5578,5624
SAL22570,Traralgon East,3,4,480,488
SAL22571,Traralgon South,0,0,137,142
SAL22572,Travancore,12,7,414,435
SAL22573,Trawalla,0,0,36,36
SAL22574,Trawool,0,0,21,21
SAL22575,Traynors Lagoon,0,0,10,10
SAL22576,Tremont,0,0,13,13
SAL22577,Trentham,10,3,336,351
SAL22578,Trentham East,7,0,44,49
SAL22579,Tresco,0,0,44,44
SAL22580,Tresco West,0,0,29,33
SAL22581,Trida,0,0,18,18
SAL22582,Truganina,38,41,7669,7748
SAL22583,Tubbut,0,0,4,4
SAL22584,Tuerong,0,0,87,87
SAL22585,Tulkara,0,0,0,0
SAL22586,Tullamarine,10,3,1417,1432
SAL22587,Tungamah,0,0,96,96
SAL22588,Turoar,0,0,0,0
SAL22589,Turriff,0,0,5,5
SAL22590,Turriff East,0,0,0,0
SAL22591,Turtons Creek,0,0,10,10
SAL22592,Tutye,0,0,6,6
SAL22593,Tyaak,0,0,16,15
SAL22594,Tyabb,4,0,808,815
SAL22595,Tyenna (Vic.),0,0,0,0
SAL22596,Tyers,0,0,233,234
SAL22597,Tylden,0,0,149,148
SAL22598,Tynong,0,0,111,111
SAL22599,Tynong North,0,0,99,101
SAL22600,Tyntynder,0,0,39,39
SAL22601,Tyntynder South,0,0,52,52
SAL22602,Tyrendarra,0,0,55,55
SAL22603,Tyrendarra East,0,0,3,3
SAL22604,Tyrrell,0,0,5,5
SAL22605,Tyrrell Downs,0,0,0,0
SAL22606,Ullina,0,0,8,8
SAL22607,Ullswater,0,0,12,12
SAL22608,Ultima,0,0,27,27
SAL22609,Ultima East,0,0,0,0
SAL22610,Ulupna,0,0,7,7
SAL22611,Undera,0,0,100,100
SAL22612,Underbool,0,0,54,54
SAL22613,Upotipotpon,0,0,12,12
SAL22614,Upper Ferntree Gully,0,3,781,784
SAL22615,Upper Gundowring,0,0,27,27
SAL22616,Upper Lurg,0,0,33,33
SAL22617,Upper Plenty,0,0,86,86
SAL22618,Upper Ryans Creek,0,0,8,8
SAL22619,Upton Hill,0,0,4,4
SAL22620,Upwey,4,15,1653,1671
SAL22621,Valencia Creek,0,0,45,45
SAL22622,Vasey,0,0,15,15
SAL22623,Vaughan,0,0,14,13
SAL22624,Vectis,0,0,48,48
SAL22625,Ventnor (Vic.),4,3,236,246
SAL22626,Venus Bay (Vic.),0,3,201,207
SAL22627,Vermont,8,9,2607,2628
SAL22628,Vermont South,11,5,2989,3006
SAL22629,Vervale,0,0,8,8
SAL22630,Vesper,0,0,10,10
SAL22631,Victoria Point (Vic.),0,0,3,3
SAL22632,Victoria Valley (Vic.),0,0,14,14
SAL22633,Viewbank,11,3,1731,1742
SAL22634,Vinifera,0,0,47,47
SAL22635,Violet Town,0,7,172,180
SAL22636,Vite Vite,0,0,15,15
SAL22637,Vite Vite North,0,0,5,5
SAL22638,W Tree,0,0,10,10
SAL22639,Waaia,0,0,105,103
SAL22640,Waanyarra,0,0,9,9
SAL22641,Waarre,0,0,0,0
SAL22642,Wabonga,0,0,0,0
SAL22643,Waggarandall,0,0,12,12
SAL22644,Wahgunyah,5,0,261,266
SAL22645,Wahring,0,0,28,28
SAL22646,Wail,0,0,9,9
SAL22647,Wairewa,0,0,22,22
SAL22648,Waitchie,0,0,11,11
SAL22649,Wal Wal,0,0,10,10
SAL22650,Waldara,0,0,205,205
SAL22651,Walhalla,0,0,9,12
SAL22652,Walhalla East,0,0,0,0
SAL22653,Walkerville (Vic.),0,0,22,25
SAL22654,Walkerville North,0,0,0,0
SAL22655,Walkerville South,0,0,3,3
SAL22656,Wallace,0,0,41,41
SAL22657,Wallacedale,0,0,24,24
SAL22658,Wallagaraugh,0,0,0,0
SAL22659,Wallaloo,0,0,6,6
SAL22660,Wallaloo East,0,0,4,4
SAL22661,Wallan,15,22,3357,3392
SAL22662,Wallinduc,0,0,9,9
SAL22663,Wallington,0,0,348,346
SAL22664,Wallup,0,0,7,7
SAL22665,Walmer (Vic.),0,0,65,65
SAL22666,Walpa,0,0,32,32
SAL22667,Walpeup,0,0,27,28
SAL22668,Walwa,0,0,37,37
SAL22669,Wandana Heights,4,5,592,599
SAL22670,Wandella (Vic.),0,0,11,11
SAL22671,Wandiligong,0,0,122,129
SAL22672,Wandin East,0,4,102,102
SAL22673,Wandin North,0,4,796,805
SAL22674,Wando Bridge,0,0,10,10
SAL22675,Wando Vale,0,0,26,26
SAL22676,Wandong,0,4,335,344
SAL22677,Wandown,0,0,0,0
SAL22678,Wangandary,0,0,59,61
SAL22679,Wangarabell,0,0,0,0
SAL22680,Wangaratta (Vic.),16,35,3863,3912
SAL22681,Wangaratta South,0,0,151,151
SAL22682,Wangie,0,0,3,3
SAL22683,Wangoom,0,0,50,50
SAL22684,Wannon,0,0,32,32
SAL22685,Wantirna,6,17,3489,3509
SAL22686,Wantirna South,9,15,5017,5034
SAL22687,Waranga Shores,0,0,87,89
SAL22688,Waratah Bay,0,0,12,12
SAL22689,Warburton (Vic.),3,5,357,372
SAL22690,Wareek,0,0,16,16
SAL22691,Wargan,0,0,15,15
SAL22692,Warmur,0,0,5,5
SAL22693,Warncoort,0,0,41,41
SAL22694,Warne,0,0,0,0
SAL22695,Warneet,0,0,145,145
SAL22696,Warrabkook,0,0,12,12
SAL22697,Warracknabeal,4,0,473,476
SAL22698,Warragul,22,29,4440,4493
SAL22699,Warragul South,0,0,71,71
SAL22700,Warragul West,0,0,10,10
SAL22701,Warrak,0,0,18,15
SAL22702,Warrandyte,3,5,1393,1401
SAL22703,Warrandyte South,0,0,174,172
SAL22704,Warranwood,0,3,1210,1212
SAL22705,Warrayure,0,0,13,13
SAL22706,Warrenbayne,0,0,47,44
SAL22707,Warrenheip,0,0,162,162
SAL22708,Warrenmang,0,0,8,8
SAL22709,Warrion,0,0,46,44
SAL22710,Warrnambool,31,36,6590,6656
SAL22711,Warrock,0,0,14,14
SAL22712,Warrong,0,0,15,18
SAL22713,Wartook,0,0,22,22
SAL22714,Watchem,0,0,21,19
SAL22715,Watchem West,0,0,7,7
SAL22716,Watchupga,0,0,12,12
SAL22717,Waterford Park,0,0,48,48
SAL22718,Waterholes,0,0,4,4
SAL22719,Waterloo (Vic.),0,0,23,24
SAL22720,Waterways,0,0,606,609
SAL22721,Watsonia,3,12,1179,1191
SAL22722,Watsonia North,0,0,958,959
SAL22723,Watsons Creek (Vic.),0,0,10,10
SAL22724,Wattle Bank,0,0,60,60
SAL22725,Wattle Creek,0,0,0,0
SAL22726,Wattle Flat (Vic.),0,0,32,31
SAL22727,Wattle Glen,0,0,463,458
SAL22728,Wattle Hill (Vic.),0,0,0,0
SAL22729,Waubra,0,0,70,70
SAL22730,Waurn Ponds,4,3,929,935
SAL22731,Waygara,0,0,4,4
SAL22732,Weatherboard,0,0,13,13
SAL22733,Wedderburn (Vic.),0,7,185,188
SAL22734,Wedderburn Junction,0,0,9,9
SAL22735,Wee Wee Rup,0,0,8,8
SAL22736,Weeaproinah,0,0,3,3
SAL22737,Weering,0,0,13,13
SAL22738,Weerite,0,0,32,32
SAL22739,Wehla,0,0,11,11
SAL22740,Weir Views,3,6,836,852
SAL22741,Wellsford,0,0,33,37
SAL22742,Welshmans Reef,0,0,59,64
SAL22743,Welshpool (Vic.),0,0,76,76
SAL22744,Wemen,0,0,30,29
SAL22745,Wendouree,10,8,1745,1757
SAL22746,Wensleydale,0,0,27,27
SAL22747,Wentworth (Vic.),0,0,0,0
SAL22748,Werneth,0,0,14,14
SAL22749,Werona,0,0,11,11
SAL22750,Werribee,64,72,10247,10379
SAL22751,Werribee South,3,4,533,542
SAL22752,Werrimull,0,0,20,21
SAL22753,Wesburn,0,3,236,238
SAL22754,West Bendigo,0,0,80,79
SAL22755,West Creek,0,0,30,30
SAL22756,West Footscray,56,43,2334,2446
SAL22757,West Melbourne,74,31,1516,1622
SAL22758,West Wodonga,14,20,3068,3100
SAL22759,Westbury (Vic.),0,0,40,40
SAL22760,Westby,0,0,4,4
SAL22761,Westmeadows,3,7,1352,1366
SAL22762,Westmere,0,0,12,12
SAL22763,Whanregarwen,0,0,36,36
SAL22764,Wharparilla,0,0,131,130
SAL22765,Wheatsheaf,0,3,60,62
SAL22766,Wheelers Hill,11,5,5131,5150
SAL22767,Whipstick,0,0,4,4
SAL22768,Whirily,0,0,7,7
SAL22769,White Hills (Vic.),0,11,753,767
SAL22770,Whiteheads Creek,0,0,92,95
SAL22771,Whitelaw,0,0,10,10
SAL22772,Whitfield (Vic.),0,0,52,52
SAL22773,Whitlands,0,0,7,7
SAL22774,Whittington,3,3,609,613
SAL22775,Whittlesea,3,14,1272,1290
SAL22776,Whoorel,0,0,10,10
SAL22777,Whorouly,0,0,93,93
SAL22778,Whorouly East,0,0,31,31
SAL22779,Whorouly South,0,0,15,15
SAL22780,Whroo,0,0,6,6
SAL22781,Wickliffe,0,0,31,31
SAL22782,Wilby,0,0,49,49
SAL22783,Wild Dog Valley (Vic.),0,0,15,15
SAL22784,Wildwood,0,0,44,48
SAL22785,Wilkur,0,0,7,7
SAL22786,Willangie,0,0,8,8
SAL22787,Willatook,0,0,13,13
SAL22788,Willaura,0,0,98,98
SAL22789,Willaura North,0,0,12,12
SAL22790,Willenabrina,0,0,0,0
SAL22791,Williams Landing,20,14,2121,2152
SAL22792,Williamstown (Vic.),30,22,3402,3458
SAL22793,Williamstown North,8,4,338,351
SAL22794,Willow Grove,0,0,155,157
SAL22795,Willowmavin,0,0,64,64
SAL22796,Willowvale (Vic.),0,0,9,9
SAL22797,Willung,0,0,23,23
SAL22798,Willung South,0,0,35,35
SAL22799,Wilsons Hill,0,0,20,20
SAL22800,Wilsons Promontory,0,0,0,0
SAL22801,Wimbledon Heights,0,0,95,95
SAL22802,Winchelsea,6,7,567,575
SAL22803,Winchelsea South,0,0,43,45
SAL22804,Windermere (Vic.),0,0,27,27
SAL22805,Windsor (Vic.),81,30,1224,1334
SAL22806,Wingan River,0,0,0,0
SAL22807,Wingeel,0,0,8,8
SAL22808,Winjallok,0,0,3,3
SAL22809,Winlaton,0,0,0,0
SAL22810,Winnambool,0,0,3,3
SAL22811,Winnap,0,0,5,5
SAL22812,Winnindoo,0,0,29,29
SAL22813,Winslow,0,0,114,114
SAL22814,Winter Valley,4,10,783,796
SAL22815,Winton (Vic.),0,0,32,32
SAL22816,Winton North,0,0,5,5
SAL22817,Wirrate,0,0,0,0
SAL22818,Wiseleigh,0,0,32,32
SAL22819,Wodonga,11,26,4121,4168
SAL22820,Wollert,24,23,5595,5641
SAL22821,Wombat Creek (Vic.),0,0,6,6
SAL22822,Wombelano,0,0,11,11
SAL22823,Won Wron,0,0,59,59
SAL22824,Wonga,0,0,11,13
SAL22825,Wonga Park,4,0,1014,1020
SAL22826,Wongarra,0,0,11,11
SAL22827,Wongungarra,0,0,0,0
SAL22828,Wonnangatta,0,0,0,0
SAL22829,Wonthaggi,13,6,1002,1020
SAL22830,Wonwondah,0,0,27,27
SAL22831,Wonyip,0,0,17,17
SAL22832,Wood Wood,0,0,17,17
SAL22833,Woodend (Vic.),20,19,1574,1616
SAL22834,Woodend North,0,0,76,74
SAL22835,Woodfield,0,0,14,14
SAL22836,Woodford (Vic.),0,0,115,115
SAL22837,Woodglen,0,0,12,12
SAL22838,Woodhouse,0,0,12,12
SAL22839,Woodleigh (Vic.),0,0,33,33
SAL22840,Woods Point (Vic.),0,0,3,3
SAL22841,Woodside (Vic.),0,0,93,93
SAL22842,Woodside Beach,0,0,24,28
SAL22843,Woodstock (Vic.),0,0,37,37
SAL22844,Woodstock On Loddon,0,0,5,5
SAL22845,Woodstock West,0,0,14,14
SAL22846,Woodvale (Vic.),0,0,133,134
SAL22847,Wool Wool,0,0,14,14
SAL22848,Woolamai,0,6,57,62
SAL22849,Woolenook,0,0,0,0
SAL22850,Woolshed Flat (Vic.),0,0,0,0
SAL22851,Woolsthorpe,0,0,89,89
SAL22852,Woomelang,4,0,44,44
SAL22853,Wooragee,0,0,96,96
SAL22854,Woorarra East,0,0,10,10
SAL22855,Woorarra West,0,0,19,19
SAL22856,Wooreen,0,0,22,22
SAL22857,Woori Yallock,0,8,700,704
SAL22858,Woorinen,0,0,62,62
SAL22859,Woorinen North,0,0,19,19
SAL22860,Woorinen South,0,0,95,95
SAL22861,Woorndoo,0,0,35,35
SAL22862,Wooroonook,0,0,9,9
SAL22863,Woosang,0,0,7,7
SAL22864,Wootong Vale,0,0,9,9
SAL22865,Worrowing,0,0,0,0
SAL22866,Wrathung,0,0,0,0
SAL22867,Wrixon,0,0,0,0
SAL22868,Wroxham,0,0,0,0
SAL22869,Wuk Wuk,0,0,19,21
SAL22870,Wulgulmerang,0,0,3,3
SAL22871,Wulgulmerang East,0,0,0,0
SAL22872,Wulgulmerang West,0,0,0,0
SAL22873,Wunghnu,0,0,72,72
SAL22874,Wurdiboluc,0,0,36,36
SAL22875,Wurruk,0,0,271,269
SAL22876,Wy Yung,0,0,500,502
SAL22877,Wycheproof,0,0,133,134
SAL22878,Wycheproof South,0,0,0,0
SAL22879,Wychitella,0,0,6,6
SAL22880,Wychitella North,0,0,8,8
SAL22881,Wye River,0,0,12,12
SAL22882,Wyelangta,0,0,14,14
SAL22883,Wyndham Vale,17,27,4205,4259
SAL22884,Wyuna (Vic.),0,0,74,74
SAL22885,Wyuna East,0,0,25,25
SAL22886,Yaapeet,0,0,18,18
SAL22887,Yabba North,0,0,14,14
SAL22888,Yabba South,0,0,12,12
SAL22889,Yackandandah,0,4,503,506
SAL22890,Yalca,0,0,49,49
SAL22891,Yalla-Y-Poora,0,0,4,4
SAL22892,Yallambie,3,12,950,958
SAL22893,Yallourn,0,0,30,30
SAL22894,Yallourn North,6,3,330,337
SAL22895,Yalmy,0,0,0,0
SAL22896,Yambuk,0,0,61,61
SAL22897,Yambuna,0,0,29,29
SAL22898,Yan Yean,0,0,61,61
SAL22899,Yanac,0,0,11,11
SAL22900,Yanakie,0,0,65,68
SAL22901,Yando,0,0,9,9
SAL22902,Yandoit,0,3,43,48
SAL22903,Yandoit Hills,0,0,13,13
SAL22904,Yangery,0,0,23,23
SAL22905,Yangoura,0,0,0,0
SAL22906,Yannathan,0,0,61,61
SAL22907,Yapeen,0,0,68,66
SAL22908,Yarck,0,0,55,55
SAL22909,Yarpturk,0,0,19,19
SAL22910,Yarra Glen,0,3,756,760
SAL22911,Yarra Junction,3,3,588,596
SAL22912,Yarraberb,0,0,3,3
SAL22913,Yarragon,0,0,464,471
SAL22914,Yarragon South,0,0,58,58
SAL22915,Yarram,0,0,445,443
SAL22916,Yarrambat,0,0,421,424
SAL22917,Yarraville,100,71,3469,3634
SAL22918,Yarrawalla,0,0,24,24
SAL22919,Yarrawonga (Vic.),4,5,2037,2044
SAL22920,Yarrawonga South,0,0,4,4
SAL22921,Yarroweyah,0,0,126,126
SAL22922,Yatchaw,0,0,10,10
SAL22923,Yawong Hills,0,0,0,0
SAL22924,Yea,0,3,377,382
SAL22925,Yellingbo,0,0,148,154
