SAL_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_06_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_06_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_06_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_06_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_06_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_06_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_06_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_06_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_06_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_06_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_06_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_06_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_06_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_06_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_06_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
SAL80063,30,10,4,13,6,6,0,0,81,0,0,0,0,0,0,0,0,0,0,0,9,13,33,10,8,13,3,6,0,9,103,18,3,4,0,0,0,5,0,0,0,33,24,15,14,3,0,3,3,5,0,0,71,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,20,20,4,0,3,5,5,0,0,76,0,0,0,0,0,0,0,0,0,0,0,42,24,21,4,0,3,10,5,0,0,108,37,0,4,0,0,0,0,0,0,0,43,31,12,8,0,0,3,0,0,0,0,58,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,33,13,8,0,0,4,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,69,20,12,0,0,4,0,0,0,0,105,57,0,0,0,0,0,0,0,0,0,58,51,3,0,0
SAL80064,42,12,14,6,4,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,40,28,50,12,14,4,4,0,0,3,164,50,14,6,0,0,0,0,0,0,6,80,46,66,48,8,9,5,0,0,0,0,184,3,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,50,67,43,9,9,5,5,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,96,80,55,11,9,5,5,0,0,6,269,114,14,3,0,0,0,0,0,0,0,140,93,20,17,0,4,0,5,0,0,0,135,0,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,97,31,20,3,4,0,5,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,211,48,25,3,4,0,5,0,0,0,295,185,5,0,0,0,0,0,0,0,3,196,130,5,0,0
SAL80065,17,4,6,5,3,0,4,0,52,0,0,0,0,0,0,0,0,0,0,0,17,14,21,4,6,5,3,0,4,0,72,32,10,6,0,0,0,0,0,6,0,45,16,20,26,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,28,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,49,27,35,0,4,0,0,0,3,0,118,20,0,0,0,0,0,0,0,0,0,28,19,8,6,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,6,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,46,11,6,0,0,0,0,0,0,0,66,60,10,5,0,0,0,0,0,0,0,72,27,3,0,0
SAL80066,110,50,42,35,17,4,0,4,334,0,0,0,0,0,0,0,0,0,0,7,57,53,126,55,46,44,19,8,0,9,410,33,12,7,3,4,0,0,0,0,0,65,35,54,73,15,8,4,0,0,0,0,202,0,3,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,3,35,58,80,15,8,6,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,70,70,86,20,10,9,0,0,0,7,278,38,16,12,0,0,0,0,0,0,0,65,25,11,12,0,0,5,0,3,0,0,51,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,27,13,10,0,3,5,0,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,68,21,17,0,6,5,0,3,0,4,125,66,12,0,0,0,0,0,0,0,0,79,28,4,0,0
SAL80067,54,21,16,31,14,3,4,0,194,0,0,0,0,0,0,0,0,0,0,0,72,43,68,24,19,39,17,4,3,0,297,53,25,12,0,0,0,0,0,0,0,99,41,26,38,8,0,0,3,6,5,0,132,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,37,29,38,6,0,3,10,6,0,0,138,0,0,0,0,0,0,0,0,0,0,0,94,53,49,9,3,8,7,4,6,3,232,82,10,6,3,0,4,0,0,0,7,110,55,25,15,3,0,4,0,3,0,0,112,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,58,27,18,3,6,4,0,3,0,0,116,0,0,0,0,0,0,0,0,0,0,0,141,34,28,7,6,5,4,3,0,7,229,100,4,4,0,0,0,0,3,0,0,112,49,0,0,0
SAL80068,419,170,201,184,134,31,4,16,1383,0,0,0,0,0,0,0,0,0,0,0,128,169,458,182,208,199,139,38,4,22,1547,44,20,19,0,4,8,0,0,0,0,99,145,177,169,32,41,30,26,10,3,0,636,11,11,31,0,9,16,11,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,157,193,200,27,53,43,38,15,3,4,731,0,0,0,0,0,0,0,0,0,0,0,200,209,221,29,55,49,42,18,5,9,825,74,13,7,0,0,0,0,0,0,0,98,165,53,35,6,0,3,3,4,0,5,278,13,15,10,4,10,5,5,7,0,3,68,0,0,0,0,0,0,0,0,0,0,0,178,66,49,11,9,6,10,12,0,9,346,0,0,0,0,0,0,0,0,0,0,0,251,75,52,11,13,9,10,16,0,7,449,69,5,5,0,0,0,0,0,0,0,86,151,9,10,0
SAL80069,17,0,10,7,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,24,6,19,0,6,7,6,0,0,0,83,32,9,8,0,0,0,0,0,0,0,53,11,5,11,6,0,10,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,6,13,6,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,47,15,23,6,4,10,0,0,0,4,104,67,0,5,0,0,5,0,0,0,0,81,30,4,7,4,4,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,4,4,4,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,101,10,6,4,4,5,0,0,0,3,129,60,5,0,0,0,0,0,0,0,3,70,19,0,0,0
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0
SAL80071,269,97,124,87,55,20,0,24,870,0,0,0,0,0,0,0,0,0,0,4,106,145,285,113,133,91,57,20,0,26,986,59,24,23,0,8,0,5,3,0,0,130,202,221,142,19,17,22,18,4,0,5,642,5,19,12,3,15,10,10,5,0,4,62,0,0,0,0,0,0,0,0,0,0,0,202,236,154,23,24,30,22,3,0,7,709,0,0,0,0,0,0,0,0,0,4,3,261,268,173,26,34,31,28,5,0,10,839,66,24,11,3,0,0,4,5,0,0,110,201,76,38,0,0,5,0,0,0,6,322,11,21,10,0,7,7,5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,209,100,43,5,11,5,4,3,0,7,381,0,0,0,0,0,0,0,0,0,0,0,280,120,53,3,13,5,11,8,0,10,499,48,5,5,0,0,4,0,4,0,0,60,128,15,7,0
SAL80072,38,15,14,21,9,7,0,5,109,0,0,0,0,0,0,0,0,0,0,0,18,8,38,20,8,20,9,7,0,5,129,20,4,0,0,0,0,0,0,0,0,22,12,25,23,0,14,0,0,0,0,0,79,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,26,0,14,0,6,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,26,30,26,0,16,0,6,0,0,0,106,37,0,0,0,0,0,0,0,0,0,45,23,12,8,0,3,0,0,6,0,0,43,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,12,9,0,3,0,0,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,63,13,8,0,3,0,0,6,0,0,94,62,4,0,0,0,0,0,0,0,0,61,39,4,3,0
SAL80073,21,9,9,7,3,4,0,0,81,0,0,0,0,0,0,0,0,0,0,0,24,26,24,9,9,7,9,8,0,0,105,28,5,8,0,0,0,5,0,0,0,50,28,24,26,5,4,3,0,0,3,0,89,5,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,30,24,26,5,4,4,0,0,3,3,95,0,0,0,0,0,0,0,0,0,0,0,55,31,35,0,7,4,5,0,3,3,149,37,0,0,0,0,0,0,4,0,0,35,28,9,6,0,0,0,0,0,0,0,47,5,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,28,16,11,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,62,17,14,0,0,0,0,4,0,0,92,51,0,0,0,0,0,0,0,0,4,53,47,0,0,0
SAL80074,17,3,16,4,8,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,15,9,24,4,16,4,8,4,0,0,91,30,12,7,0,0,0,0,0,0,0,49,12,15,21,4,3,0,5,0,0,0,57,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,15,21,8,7,0,5,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,41,26,29,8,8,3,5,0,0,0,114,45,9,4,0,0,0,0,0,0,0,52,17,8,9,0,0,0,0,4,0,0,40,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,11,15,0,0,0,0,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,60,13,18,0,0,0,0,4,0,0,98,53,3,0,0,0,0,0,0,0,0,61,16,5,0,0
SAL80075,81,23,31,18,11,4,0,0,243,0,0,0,0,0,0,0,0,0,0,0,48,63,99,28,33,20,13,10,0,8,317,31,11,12,4,0,0,0,0,0,0,66,28,78,50,17,4,0,4,4,0,0,198,0,7,0,4,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30,82,59,19,4,8,4,10,0,0,217,0,0,0,0,0,0,0,0,0,0,0,65,96,66,30,8,8,8,10,0,0,285,48,7,7,4,0,0,0,0,0,0,65,39,32,14,0,0,0,8,0,0,0,88,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,43,31,23,0,0,0,8,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,91,37,25,0,0,4,8,0,0,0,165,70,4,0,0,0,0,0,0,0,0,73,30,7,0,0
SAL80076,11,6,13,23,15,4,0,0,80,0,0,0,0,0,0,0,0,0,0,0,17,6,10,15,13,21,15,0,0,0,108,31,7,9,0,0,0,0,0,0,0,55,20,17,26,9,3,8,4,0,3,0,79,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,17,26,8,3,8,4,5,3,0,77,0,0,0,0,0,0,0,0,0,0,0,49,30,32,11,3,3,4,3,5,3,135,52,7,5,0,0,0,0,0,0,0,71,34,4,0,0,0,3,4,0,0,0,46,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,3,4,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,89,13,3,3,0,3,4,0,0,6,122,69,0,4,0,0,0,0,0,0,0,75,28,5,0,0
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,7,0,7,4,5,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,18,12,11,0,11,4,5,4,0,0,66,18,3,0,0,0,0,0,0,0,0,22,34,21,26,0,3,4,3,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,26,0,3,4,3,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,54,24,26,0,3,4,3,0,0,0,115,22,4,0,0,0,0,0,0,0,0,36,49,16,5,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,5,0,4,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,75,26,11,0,3,0,0,0,0,0,114,56,0,8,0,0,0,0,0,0,0,65,90,0,0,0
SAL80079,45,15,5,7,7,0,3,0,113,0,0,0,0,0,0,0,0,0,0,0,25,25,51,19,5,10,10,0,3,0,146,28,9,0,3,0,0,0,0,0,0,38,28,49,38,3,0,0,0,0,0,0,137,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,57,38,5,5,0,8,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,50,63,43,12,5,0,8,0,0,0,183,43,6,0,0,0,0,0,0,0,0,43,45,19,10,7,0,0,0,0,0,0,84,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,51,22,13,7,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,87,27,18,7,0,0,0,0,0,0,137,75,3,0,0,0,0,0,0,0,3,81,80,0,0,0
SAL80080,18,0,5,3,0,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,9,11,18,0,5,3,0,0,0,6,59,5,3,0,0,0,0,0,0,0,0,11,16,41,28,6,3,0,0,3,0,0,100,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,46,31,6,3,0,0,3,0,0,109,0,0,0,0,0,0,0,0,0,0,0,21,52,33,6,5,0,0,3,0,0,121,7,4,0,0,0,0,0,0,0,0,4,15,14,11,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,17,10,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,19,19,13,0,0,0,0,0,0,0,51,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
SAL80081,95,24,43,44,47,7,3,6,316,0,0,0,0,0,0,0,0,0,3,3,46,42,114,22,42,50,47,11,3,9,385,64,19,19,0,5,0,0,0,0,0,108,85,67,65,7,13,4,0,3,3,0,256,4,3,7,4,8,5,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,87,75,78,12,17,11,0,3,3,0,289,0,0,0,0,0,0,0,0,0,0,0,150,98,92,16,20,12,7,3,3,3,404,76,11,4,0,0,0,0,0,0,0,91,102,30,15,0,7,0,5,0,0,0,150,12,5,0,5,3,0,4,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,112,38,13,0,12,0,9,0,0,3,193,0,0,0,0,0,0,0,0,0,0,0,185,52,16,3,12,0,9,0,0,8,282,118,0,4,0,0,0,0,0,0,0,129,119,6,7,0
SAL80082,87,16,33,45,16,4,0,0,263,0,0,0,0,0,0,0,0,0,0,0,70,55,106,23,42,50,13,4,0,7,380,98,35,27,8,0,0,0,0,0,5,174,81,105,81,10,5,11,4,7,0,0,304,0,3,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,83,116,88,11,8,11,4,7,0,3,328,0,0,0,0,0,0,0,0,0,0,0,177,153,117,16,13,16,4,7,0,3,500,229,17,17,0,0,0,3,0,0,8,286,95,60,42,3,4,4,0,0,0,0,205,5,10,11,4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,98,66,52,3,4,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,327,89,74,5,4,3,3,0,0,11,519,303,11,4,0,0,0,0,0,0,7,318,127,6,10,0
SAL80083,54,20,29,24,14,11,3,0,226,0,0,0,0,0,0,0,0,0,0,0,129,51,83,30,40,36,25,14,5,13,423,80,20,21,3,4,0,5,4,3,3,145,63,50,36,12,13,22,3,8,0,0,205,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,66,51,41,12,11,20,3,8,0,0,215,0,0,0,0,0,0,0,0,0,0,0,137,74,65,16,10,20,12,9,0,4,355,83,6,13,0,0,8,0,3,0,0,117,51,26,14,3,0,0,9,8,0,0,116,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,55,26,14,5,0,0,12,6,0,0,122,0,0,0,0,0,0,0,0,0,0,0,135,35,31,5,5,10,13,11,3,0,244,116,3,3,5,0,0,0,3,0,0,136,41,0,3,0
SAL80084,19,3,6,11,6,5,0,0,79,0,0,0,0,0,0,0,0,0,0,0,19,21,35,3,12,9,9,3,0,3,111,30,8,4,0,0,0,0,0,0,0,54,19,39,20,3,3,6,4,0,0,0,103,0,4,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,19,42,21,3,3,9,5,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,51,54,30,3,10,9,10,0,0,0,158,37,7,0,0,0,0,0,0,0,3,47,25,7,9,0,0,0,0,0,0,0,44,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,12,9,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,64,18,8,0,0,0,0,0,0,3,91,62,0,0,0,0,0,0,0,0,0,65,28,10,3,0
SAL80085,169,42,83,59,44,17,0,12,554,0,0,0,0,0,0,0,0,0,0,0,48,104,182,47,87,63,46,18,0,13,612,17,9,5,0,0,0,0,0,0,0,34,67,83,67,9,12,5,6,0,3,0,241,4,3,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,68,85,66,7,11,5,6,0,3,0,254,0,0,0,0,0,0,0,0,0,0,0,83,91,73,7,11,6,6,6,3,0,286,19,8,3,0,0,0,0,0,0,0,32,41,12,6,0,0,0,3,0,0,0,69,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,39,17,10,0,4,0,3,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,63,20,13,0,4,0,9,0,0,0,111,11,0,0,0,0,0,0,0,0,0,16,19,3,3,0
SAL80086,101,40,60,63,53,26,0,5,406,0,0,0,0,0,0,0,0,0,0,0,80,54,119,48,72,64,63,27,4,10,533,51,17,12,3,4,3,0,0,0,0,94,35,44,83,12,14,11,15,6,0,4,226,5,6,4,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,40,44,91,12,16,14,15,12,0,4,244,0,0,0,0,0,0,0,0,0,0,0,91,61,99,16,17,15,15,13,0,6,335,67,12,8,0,0,0,0,0,0,0,91,69,16,10,0,4,4,5,4,0,0,112,6,0,0,0,4,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,75,26,17,0,3,0,5,5,0,0,128,0,0,0,0,0,0,0,0,0,0,0,144,34,22,0,3,3,5,9,0,0,219,78,3,0,0,3,0,0,0,0,0,89,49,7,3,0
SAL80087,88,29,37,71,35,12,0,0,292,0,0,0,0,0,0,0,0,0,0,0,29,25,91,29,40,77,33,12,0,0,320,23,9,7,4,0,0,0,0,0,0,47,25,34,62,8,9,16,14,9,0,0,172,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,35,63,11,11,16,20,9,0,0,183,0,0,0,0,0,0,0,0,0,0,0,56,43,69,12,8,19,17,9,0,0,234,40,3,3,0,0,0,0,5,0,0,52,22,21,7,0,0,5,0,0,0,0,57,0,3,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,22,21,7,0,0,10,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,59,28,13,0,0,10,0,0,0,0,116,49,6,0,0,0,0,0,0,0,0,56,22,3,5,0
SAL80088,5,0,0,3,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,6,8,0,0,0,27,6,3,3,0,0,0,0,0,0,0,15,6,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,26,13,4,0,0,0,0,0,0,0,0,23,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,8,5,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,35,9,5,0,0
