SAL_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SAL80086,89,5,0,0,5,0,91,11,71,7,0,78,0,86,0,0,3,0,0,0,5,0,0,0,0,0,0,0,6,71,9,0,80,0,87,0,0,0,0,0,0,0,96,77,9,0,86,0,185,89,4,0,0,4,0,86,8,43,4,0,45,0,55,0,4,0,0,4,0,4,0,0,0,0,0,0,0,8,46,4,0,53,0,60,0,0,0,0,0,0,0,96,47,4,0,50,0,148,46,0,0,0,0,0,49,3,31,0,0,32,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,34,0,42,0,0,0,0,0,0,0,50,34,0,0,40,0,95,38,0,0,0,0,0,41,0,16,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,19,0,0,0,0,0,0,0,37,21,0,0,21,0,62,52,3,0,0
SAL80087,84,3,0,0,3,0,91,6,57,0,0,66,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,0,0,66,0,63,0,0,0,0,0,0,0,86,65,0,0,70,0,155,81,0,0,0,0,0,81,6,44,6,0,44,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,6,0,48,0,53,0,0,0,0,0,0,0,87,42,6,0,46,0,134,67,0,0,0,0,0,64,5,15,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,15,0,19,0,0,0,0,0,0,0,67,15,0,0,15,0,83,47,0,0,0,0,0,51,0,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,13,0,0,0,0,0,0,0,47,11,0,0,11,0,58,46,0,0,0
SAL80088,62,3,0,0,3,0,65,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,9,0,0,0,0,0,0,0,63,10,0,0,10,0,73,86,0,0,0,0,0,89,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,86,8,0,0,8,0,97,43,0,0,0,0,0,45,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,48,33,3,0,0,3,0,33,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,31,0,0,0,4,0,34,39,0,0,0
SAL80089,288,18,0,0,18,0,307,29,138,0,0,136,0,164,0,9,0,0,6,0,10,0,0,0,0,0,0,0,28,144,0,0,149,0,175,0,0,0,0,0,0,0,314,165,0,0,169,0,476,291,11,0,0,11,0,307,29,165,0,0,168,0,198,0,4,5,0,3,0,3,0,0,0,0,0,0,0,29,170,5,0,173,0,198,0,0,0,0,0,0,0,327,179,5,0,184,0,509,154,9,0,0,9,0,156,14,77,0,0,78,0,87,0,6,4,0,13,0,13,0,0,0,0,0,0,0,14,80,4,0,90,0,102,0,0,0,0,0,0,0,165,95,4,0,98,0,262,81,0,0,0,0,0,88,6,36,0,0,33,0,40,0,0,0,0,7,0,7,0,0,0,0,0,0,0,6,37,4,0,38,0,48,0,0,0,0,0,0,0,86,40,4,0,41,0,133,67,0,0,0
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,79,5,0,0,5,0,81,5,29,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,30,0,36,0,0,0,0,0,0,0,84,34,0,0,34,0,115,72,7,0,0,7,0,82,8,36,3,0,39,0,42,0,3,3,0,8,0,8,0,0,0,0,0,0,0,8,41,3,0,41,0,51,0,0,0,0,0,0,0,80,44,3,0,54,0,131,46,0,0,0,0,0,50,4,19,4,0,21,0,22,0,3,0,0,4,0,4,0,0,0,0,0,0,0,4,20,3,0,24,0,28,0,0,0,0,0,0,0,48,20,3,0,25,0,74,28,0,0,0,0,0,35,0,14,0,0,14,0,14,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,19,3,0,22,0,22,0,0,0,0,0,0,0,28,19,3,0,24,0,55,43,3,0,0
SAL80092,71,10,0,0,10,0,82,16,50,0,0,54,0,65,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,54,0,0,55,0,71,0,0,0,0,0,0,0,89,62,0,0,66,0,154,81,3,0,0,3,0,84,6,63,3,0,70,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,3,0,71,0,72,5,0,0,0,0,0,4,87,74,3,0,77,0,163,58,0,0,0,0,0,59,3,27,0,0,27,0,40,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,33,3,0,36,0,43,0,0,0,0,0,0,0,61,35,3,0,39,0,101,33,4,0,0,4,0,37,8,13,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,15,0,21,0,0,0,0,0,0,0,38,14,0,0,14,0,51,38,0,0,0
SAL80093,74,5,0,0,5,0,77,6,23,0,0,23,0,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,30,3,0,26,0,32,0,0,0,0,0,0,0,74,29,3,0,29,0,107,94,4,0,0,4,0,97,8,34,0,0,34,0,36,0,0,6,0,6,0,6,0,0,0,0,0,0,0,8,34,6,0,35,0,41,0,0,0,0,0,0,0,94,32,6,0,36,0,136,45,6,0,0,6,0,52,3,14,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,13,0,18,0,0,0,0,0,0,0,47,15,0,0,17,0,68,37,0,0,0,0,0,38,0,12,0,0,12,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,13,0,0,16,0,17,0,0,0,0,0,0,0,35,14,0,0,16,0,52,44,0,0,0
SAL80094,138,9,0,0,9,0,148,9,39,4,0,43,0,47,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,40,4,0,41,0,55,0,0,0,0,0,0,0,143,49,4,0,57,0,198,159,11,0,0,11,0,168,13,27,6,0,32,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,6,0,33,0,43,0,0,0,0,0,0,0,167,40,6,0,41,0,209,97,4,0,0,4,0,102,3,15,0,0,15,0,23,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,17,0,0,16,0,20,0,0,0,0,0,0,0,100,19,0,0,20,0,125,51,0,0,0,0,0,52,4,9,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,13,0,13,0,0,0,0,0,0,0,52,11,4,0,9,0,61,68,5,0,0
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,207,4,0,0,4,0,214,13,68,0,0,71,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,68,4,0,70,0,87,0,0,0,0,0,0,0,223,71,4,0,76,0,299,180,7,0,0,7,0,186,12,62,0,0,66,0,77,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,73,0,0,67,0,83,0,0,0,0,0,0,0,195,73,0,0,75,0,272,114,0,0,0,0,0,116,11,39,0,0,39,0,44,0,5,0,0,5,0,5,0,0,0,0,0,0,0,11,42,0,0,42,0,47,0,0,0,0,0,0,0,123,40,0,0,40,0,162,58,0,0,0,0,0,61,5,21,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,21,0,22,0,0,0,0,0,0,0,67,17,0,0,17,0,86,78,0,0,0
SAL80098,179,17,0,0,17,0,190,14,287,4,0,294,0,304,0,19,8,0,26,0,26,0,0,0,0,0,0,0,14,307,12,0,317,0,335,0,0,0,0,0,0,0,191,321,12,0,333,0,524,156,15,0,0,15,0,166,14,272,3,0,280,0,288,0,15,4,0,18,0,18,0,0,0,0,0,0,0,14,288,6,0,293,0,308,0,0,0,0,0,0,0,166,299,6,0,306,0,474,74,4,0,5,6,0,77,0,123,0,0,122,0,130,0,6,0,0,9,0,12,0,0,0,0,0,0,0,4,134,0,0,136,0,143,0,0,0,0,0,0,0,76,141,0,5,137,0,217,35,0,0,0,0,0,38,4,62,0,0,60,0,62,0,5,0,0,5,0,5,0,0,0,0,0,0,0,4,60,0,0,62,0,65,0,0,0,0,0,0,0,39,66,0,0,70,0,106,44,6,0,0
SAL80099,164,10,0,0,10,0,179,23,63,0,0,63,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,63,0,0,62,0,90,0,0,0,0,0,0,0,186,77,0,0,74,0,261,172,15,0,0,15,0,184,19,84,0,0,84,0,103,0,0,8,0,8,0,8,0,0,0,0,0,0,0,19,84,8,0,87,0,104,0,0,0,0,0,0,0,188,98,8,0,99,0,286,125,4,0,0,4,0,130,14,42,0,0,42,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,0,0,44,0,56,0,0,0,0,0,0,0,139,49,0,0,49,0,186,72,4,0,0,4,0,73,6,27,0,0,27,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,34,0,39,0,0,0,0,0,0,0,81,37,0,0,37,0,111,103,3,0,0
SAL80100,422,33,0,0,33,0,452,36,248,4,0,258,0,301,0,19,6,0,22,0,22,0,0,0,0,0,0,0,39,270,6,0,276,0,320,0,0,0,0,0,0,0,461,298,6,0,304,0,773,368,27,0,0,27,0,392,26,210,8,0,209,0,240,0,12,7,0,17,0,21,0,0,0,0,0,0,0,28,222,8,0,229,0,261,0,6,0,0,6,0,0,396,246,8,0,254,0,655,182,11,0,0,11,0,198,13,86,5,0,89,0,99,0,5,4,0,11,0,11,0,0,0,0,0,0,0,13,92,9,0,103,0,115,0,0,0,0,0,0,0,194,107,9,0,118,0,311,106,5,0,0,5,0,111,6,40,0,0,40,0,38,0,4,0,0,4,0,4,0,0,0,0,0,0,0,6,40,0,0,40,0,43,0,0,0,0,0,0,0,107,44,0,0,44,0,153,152,7,0,0
SAL80101,146,7,0,0,7,0,155,6,70,3,0,71,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,3,0,71,0,84,0,0,0,0,0,0,0,154,79,3,0,78,0,236,208,7,0,0,7,0,217,15,85,7,0,93,0,105,0,3,3,0,4,0,4,0,0,0,0,0,0,0,15,87,11,0,91,0,112,0,0,0,0,0,0,0,224,94,11,0,104,0,325,173,9,0,0,9,0,184,13,60,4,0,59,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,60,7,0,63,0,73,0,0,0,0,0,0,0,183,65,7,0,68,0,258,103,11,0,0,11,0,111,7,40,0,0,44,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,5,0,47,0,52,0,0,0,0,0,0,0,110,50,5,0,50,0,163,151,7,0,0
SAL80102,111,11,0,0,11,0,126,13,31,0,0,35,0,46,0,4,0,0,4,0,4,0,0,0,0,0,0,0,13,35,0,0,36,0,47,0,0,0,0,0,0,0,122,42,0,0,49,0,173,181,12,0,0,12,0,195,11,45,0,0,45,0,55,0,4,0,0,4,0,4,0,0,0,0,0,0,0,11,49,0,0,49,0,54,0,0,0,0,0,0,0,195,58,0,0,58,0,253,139,6,0,0,6,0,144,10,25,0,0,25,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,0,0,31,0,33,0,0,0,0,0,0,0,145,36,0,0,36,0,183,92,3,0,0,3,0,95,9,19,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,19,0,27,0,0,0,0,0,0,0,99,26,0,0,26,0,128,130,4,0,0
SAL80103,3,4,0,0,4,0,3,3,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,8,0,0,0,0,0,0,0,6,9,0,0,9,0,17,11,5,0,0,5,0,17,0,10,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,14,0,0,0,0,0,0,0,14,16,0,0,15,0,29,14,0,0,0,0,0,14,4,15,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,16,0,19,0,0,0,0,0,0,0,20,15,0,0,16,0,41,9,0,0,0,0,0,9,0,11,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,0,15,0,0,0,0,0,0,0,12,11,0,0,17,0,27,20,0,0,0
SAL80104,4,0,0,0,0,0,4,0,9,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,12,0,0,0,0,0,0,0,9,9,0,0,9,0,16,4,0,0,0,0,0,4,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,9,0,0,0,0,0,0,0,3,8,0,0,8,0,10,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0
SAL80105,57,8,0,0,8,0,62,3,6,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,16,0,0,0,0,0,0,0,64,18,0,0,18,0,80,60,3,0,0,3,0,61,4,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,10,0,12,0,0,0,0,0,0,0,60,13,0,0,13,0,78,42,0,0,0,0,0,42,4,9,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,9,0,12,0,0,0,0,0,0,0,43,9,3,0,9,0,59,31,0,0,0,0,0,31,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,32,3,0,0,3,0,36,34,4,0,0
SAL80106,70,6,0,0,7,0,71,9,52,0,0,54,0,67,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,57,0,0,56,0,70,0,0,0,0,0,0,0,76,58,3,0,62,0,142,81,0,4,0,5,0,83,6,24,7,0,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,7,0,25,0,30,0,0,0,0,0,0,0,85,27,5,0,29,0,119,46,0,0,0,0,0,47,8,6,0,0,13,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,13,0,0,15,0,20,0,0,0,0,0,0,0,56,9,0,0,17,0,66,29,0,0,0,0,0,29,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,31,6,0,0,6,0,34,35,0,0,0
SAL80107,183,11,0,0,11,0,193,15,102,6,0,106,0,122,0,9,3,0,13,0,13,0,0,0,0,0,0,0,15,113,3,0,119,0,132,0,0,0,0,0,0,0,203,121,3,0,129,0,325,164,3,0,0,3,0,169,16,102,6,0,110,0,134,0,6,9,0,12,0,12,0,0,0,0,0,0,0,16,107,7,0,120,0,137,0,4,0,0,4,0,4,184,117,7,0,124,0,309,75,3,0,0,3,0,77,3,50,0,0,50,0,51,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,49,0,0,48,0,54,0,0,0,0,0,0,0,77,54,0,0,57,0,135,67,0,0,0,0,0,67,4,25,0,0,25,0,29,0,3,0,0,5,0,5,0,0,0,0,0,0,0,4,29,3,0,31,0,36,0,0,0,0,0,0,0,70,29,3,0,31,0,105,67,0,0,0
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,76,0,0,0,0,0,78,4,21,0,0,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,25,0,28,0,0,0,0,0,0,0,81,24,0,0,28,0,111,81,0,0,0,0,0,84,6,25,0,0,25,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,25,0,32,0,0,0,0,0,0,0,90,27,0,0,27,0,120,79,0,0,0,0,0,77,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,79,12,0,0,15,0,93,48,3,0,0,3,0,49,0,8,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,6,0,0,0,0,0,0,0,46,9,0,0,9,0,59,58,3,0,0
SAL80110,52,0,4,0,3,0,60,14,180,3,0,187,0,200,0,5,0,0,5,0,5,0,0,0,0,0,0,0,15,186,3,0,194,0,205,0,0,0,0,0,0,0,62,195,4,0,196,0,262,25,0,0,0,0,0,28,7,91,0,0,91,0,96,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,89,0,0,95,0,95,0,0,0,0,0,0,0,36,92,0,0,90,0,126,17,0,0,0,0,0,18,3,28,0,0,28,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,29,0,35,0,0,0,0,0,0,0,20,30,0,0,31,0,50,8,0,0,0,0,0,8,0,11,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,13,0,0,0,0,0,0,0,8,11,0,0,13,0,17,7,0,0,0
