SAL_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
SAL80077,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,376,376,3,0,0,0,0,0,0,0,3,0,0,7,376,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,376,376,3,0,0,0,0,0,0,0,3,0,0,5,376,390
SAL80078,26,11,58,11,0,134,219,176,73,0,123,93,25,20,119,12,221,1338,52,2178,0,0,0,0,0,0,0,0,0,0,0,5,59,73,271,192,96,15,155,121,35,38,148,21,280,1358,117,2379,4,5,0,0,0,0,0,0,0,0,3,19,0,27,26,6,16,0,14,13,4,0,5,4,19,37,0,105,29,11,13,0,14,14,4,0,9,4,24,57,0,127,241,162,83,11,144,108,30,36,128,21,237,1015,42,1842,0,0,0,0,0,0,0,0,0,0,0,0,53,62,273,170,96,15,153,121,34,38,137,21,256,1068,103,2031
SAL80079,73,13,93,15,3,226,319,420,97,5,186,103,42,61,382,23,383,2474,121,3980,5,9,0,0,3,0,0,0,4,0,4,20,92,127,388,464,112,17,227,138,55,84,459,37,479,2508,218,4329,6,3,6,0,0,3,0,0,10,0,6,7,0,30,23,11,11,0,15,10,4,6,16,4,16,52,0,122,32,16,18,0,10,13,5,12,23,4,24,60,0,153,351,374,94,18,209,124,48,73,399,33,398,1726,93,3179,10,3,0,0,0,0,0,0,5,4,0,15,70,100,388,391,108,17,227,138,61,84,424,37,423,1798,169,3429
SAL80080,12,0,14,9,0,32,18,37,3,0,23,12,3,5,45,0,50,499,12,656,0,0,0,0,0,0,0,0,0,0,0,0,21,25,22,49,3,0,26,12,8,3,61,0,67,509,34,712,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,11,22,34,3,0,25,8,8,3,49,0,52,313,13,461,0,0,0,0,0,0,0,0,0,0,0,0,17,17,22,34,3,0,26,12,8,3,49,0,53,324,27,492
SAL80081,108,37,161,46,8,425,542,602,198,9,297,217,65,88,624,31,634,4474,178,6987,5,3,3,0,0,6,0,3,4,0,0,30,212,264,678,667,242,48,377,297,91,119,736,62,799,4548,398,7672,0,0,0,0,0,0,0,0,0,0,5,29,0,30,42,13,17,5,18,31,8,20,32,5,32,89,0,216,44,13,16,5,21,34,13,20,31,5,36,107,0,249,625,554,219,37,357,261,79,104,666,55,681,3308,129,5825,5,0,5,0,0,3,4,0,3,0,6,15,187,219,678,571,243,48,378,297,92,119,694,62,723,3433,322,6295
SAL80082,258,45,381,83,13,877,1354,1421,489,11,619,519,130,224,1434,67,1374,8519,385,14175,10,6,12,0,4,8,0,0,11,0,16,61,521,626,1629,1579,589,58,778,643,179,309,1704,119,1773,8653,917,15670,6,3,7,0,0,4,3,0,11,0,7,67,0,94,140,46,64,7,93,101,15,35,89,12,117,222,16,637,143,53,68,7,98,102,17,39,102,12,120,295,20,734,1462,1295,523,54,675,532,155,268,1521,100,1488,6033,283,11533,12,6,0,3,7,5,0,0,6,0,0,23,406,461,1620,1356,589,58,771,639,177,308,1626,114,1614,6350,711,12729
SAL80083,29,6,48,14,6,111,349,548,155,0,118,114,35,38,618,21,553,3836,136,5837,4,0,5,0,0,0,0,0,0,0,4,14,598,627,380,570,165,13,133,129,43,42,646,30,603,3867,738,6579,24,18,9,0,3,7,0,0,23,3,27,299,14,405,37,20,10,4,13,20,4,6,34,3,48,137,8,283,60,33,23,4,12,21,4,8,59,4,74,436,20,690,313,507,147,13,119,101,37,34,581,21,514,2948,108,4757,0,0,0,0,0,0,0,0,0,0,0,14,556,578,377,543,165,13,133,129,43,42,641,30,583,3404,688,6016
SAL80084,69,11,91,24,6,212,281,361,97,6,148,109,27,51,390,19,310,2022,133,3387,0,3,0,0,0,0,0,0,0,0,0,15,140,158,346,397,114,15,193,137,36,73,454,29,405,2057,274,3767,0,0,0,0,0,0,0,0,0,0,0,16,0,20,34,11,21,4,21,23,0,7,26,0,19,51,0,139,32,11,21,4,21,23,0,7,29,0,25,62,0,154,315,324,96,11,166,111,32,58,399,24,332,1422,92,2714,6,4,0,0,0,0,0,3,0,0,0,4,104,117,345,335,114,15,187,137,36,72,427,29,355,1489,194,2981
SAL80085,8,0,21,3,0,40,35,166,24,0,37,11,4,3,171,0,122,2017,39,2509,0,0,0,0,0,0,0,0,0,0,0,16,176,188,40,173,27,0,39,16,7,3,179,0,145,2040,211,2739,6,4,0,0,0,0,0,0,5,0,0,29,0,35,0,0,5,0,3,0,0,0,3,0,0,9,0,24,6,4,5,0,3,4,0,0,6,0,0,40,0,58,39,164,24,0,34,13,4,7,167,0,128,1692,31,2173,0,0,0,0,0,0,0,0,0,0,0,10,144,153,40,166,27,0,39,16,4,3,175,0,132,1739,174,2386
SAL80086,151,49,114,18,4,401,334,467,113,6,139,101,28,61,602,24,454,3302,109,5063,0,0,0,0,0,0,0,0,0,0,0,22,211,229,468,522,145,141,210,188,61,103,752,74,568,3339,323,5703,12,0,0,0,4,0,0,0,8,0,4,68,0,88,29,9,9,6,10,20,0,9,15,10,20,72,6,150,42,13,8,6,13,20,0,9,28,10,31,133,11,238,398,476,124,55,182,141,48,82,658,51,515,2646,97,4511,25,4,5,79,20,26,8,10,51,15,0,21,183,303,465,488,145,141,210,186,61,103,732,74,542,2801,279,5053
SAL80087,43,6,69,19,3,176,212,234,76,7,109,99,19,29,250,20,266,1982,59,2953,0,3,0,0,0,0,0,0,0,0,0,8,124,134,269,254,92,21,134,131,37,48,295,27,330,2009,188,3271,0,0,4,0,0,0,0,0,4,0,7,25,0,35,18,5,11,6,13,20,6,5,12,5,18,31,0,92,15,5,17,6,13,19,6,5,12,5,22,57,5,132,248,227,83,19,114,112,22,36,271,21,282,1487,39,2468,0,0,0,3,0,0,3,0,0,0,0,13,103,119,267,236,92,21,134,130,36,48,279,27,311,1558,142,2722
SAL80088,14,6,16,5,0,44,128,119,41,3,57,45,14,11,115,0,108,872,33,1343,0,0,0,0,0,0,0,0,0,0,0,7,7,18,144,127,53,3,57,52,17,11,125,7,125,879,41,1405,4,0,0,0,0,0,0,0,0,0,0,20,0,25,12,5,10,0,9,4,3,0,5,0,12,32,0,71,15,5,10,0,9,4,3,0,4,0,14,52,0,92,126,102,47,3,53,44,8,11,111,10,105,565,29,999,0,0,0,0,0,0,0,0,0,0,0,0,10,16,144,107,53,3,57,48,17,11,118,7,117,613,35,1106
SAL80089,129,20,130,40,3,336,444,705,155,5,236,162,43,75,673,18,542,4249,175,6530,0,3,0,0,0,0,0,0,0,0,0,21,151,184,520,775,172,15,295,203,63,105,803,40,682,4310,335,7049,8,5,0,0,0,0,0,0,0,0,8,25,0,35,44,26,25,4,29,19,7,17,45,6,40,91,7,238,47,32,29,4,29,17,7,17,45,6,43,108,7,272,472,590,144,17,257,183,55,89,702,34,543,2841,116,4917,0,5,0,0,5,0,0,0,0,0,0,11,118,139,522,622,173,15,294,206,61,104,745,40,589,2968,238,5335
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,51,18,79,12,6,181,231,257,98,0,95,89,18,36,301,19,270,1723,63,2737,3,0,0,0,4,0,0,0,4,0,4,6,169,187,286,293,112,19,121,131,25,58,357,36,353,1742,236,3104,0,0,0,0,0,0,0,0,8,0,0,23,0,35,19,9,9,3,7,15,4,9,6,8,19,25,0,84,19,9,9,3,7,10,4,9,14,8,27,50,0,114,268,263,99,13,114,113,21,54,329,30,298,1271,52,2328,4,0,0,0,5,5,0,0,0,0,0,6,144,155,290,268,112,19,121,131,25,58,340,36,325,1330,202,2595
SAL80092,33,10,43,5,0,136,265,242,95,4,108,105,26,35,255,21,261,2110,81,3150,4,6,0,0,0,0,0,3,6,0,4,13,127,150,317,269,104,15,136,138,35,56,290,30,301,2139,208,3440,0,0,0,0,0,0,0,0,0,0,3,29,0,31,27,9,15,4,13,27,6,8,15,4,10,51,3,118,30,9,11,4,13,23,6,8,19,4,14,76,3,151,280,232,96,13,121,106,32,45,258,23,260,1554,69,2563,0,3,0,0,0,4,0,0,0,0,0,6,91,108,314,244,106,15,136,138,35,56,271,30,279,1639,165,2831
SAL80093,48,7,64,21,5,147,244,210,71,0,125,87,18,20,186,11,215,1574,75,2484,6,7,0,0,4,4,0,0,0,0,0,13,85,108,300,242,83,16,148,111,25,36,231,19,279,1605,159,2740,0,0,0,0,0,0,0,0,0,0,0,14,0,20,13,3,3,0,10,10,3,0,11,0,14,29,0,69,17,3,3,0,10,7,3,0,10,0,17,43,0,93,288,206,73,16,142,101,24,28,205,18,249,1192,60,2120,0,0,0,0,0,0,0,0,0,0,0,6,64,69,305,209,83,16,144,111,25,33,215,19,264,1238,132,2284
SAL80094,59,15,64,15,0,175,271,343,85,4,127,94,30,33,333,15,310,1903,80,3098,0,0,0,0,0,0,0,0,0,0,0,7,103,113,332,378,101,13,156,122,39,57,397,28,373,1929,190,3383,0,0,0,0,0,0,0,0,3,0,0,20,0,29,33,10,14,0,20,20,0,9,18,3,19,38,0,122,34,10,14,0,20,20,0,9,26,3,17,56,0,154,293,299,87,13,136,100,28,42,342,20,305,1288,57,2397,3,0,0,0,0,0,0,3,0,0,0,0,78,83,333,307,98,13,155,121,31,52,366,29,324,1347,141,2635
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,141,29,231,35,10,502,538,480,173,13,279,216,56,81,449,39,511,2941,135,4973,9,0,5,4,0,0,0,0,6,0,3,24,125,167,747,557,237,127,353,326,89,122,590,73,751,2997,272,5644,6,3,0,0,0,0,0,0,8,0,8,21,0,39,80,31,28,3,34,42,14,8,28,13,47,69,7,253,91,33,32,3,34,38,14,8,36,14,53,91,7,295,645,435,199,113,314,271,75,109,517,62,633,2091,118,4215,16,4,4,15,0,9,0,0,14,0,12,17,111,148,749,477,234,127,353,326,83,122,566,73,697,2195,233,4651
SAL80098,56,7,58,23,6,141,123,377,34,0,115,42,17,20,313,14,282,3808,101,4936,0,0,0,0,3,3,0,0,0,0,0,21,205,234,149,405,44,0,137,50,20,28,366,12,341,3852,306,5310,6,3,0,0,0,4,0,0,12,0,13,62,5,93,7,7,4,0,3,4,0,4,10,0,8,49,0,78,14,16,4,0,4,3,0,4,26,0,19,113,6,179,133,284,38,0,129,49,17,24,302,12,269,2394,68,3389,0,5,0,0,0,0,0,0,0,0,0,7,136,151,148,307,44,0,134,50,20,28,331,12,285,2518,210,3713
SAL80099,127,23,153,27,8,388,437,456,158,4,158,151,41,59,495,24,489,3701,139,5617,14,8,8,66,13,0,0,3,47,21,101,33,276,453,563,509,192,132,225,205,69,99,669,65,750,3758,425,6455,3,4,7,0,0,0,0,5,5,0,8,80,5,112,30,16,10,7,10,9,4,5,21,5,35,108,6,205,38,17,10,7,14,9,5,3,30,5,44,188,14,319,502,425,167,59,195,194,55,89,578,44,556,2629,107,4613,15,3,11,66,11,0,0,4,43,21,99,18,229,387,561,443,193,132,226,202,65,99,647,65,704,2834,345,5312
SAL80100,155,27,219,47,6,496,716,1053,201,6,440,237,86,94,1053,44,811,6572,243,10079,11,0,0,0,3,4,0,5,0,0,5,31,320,376,873,1138,238,25,519,294,99,142,1210,76,1034,6653,572,10957,10,0,5,0,0,0,0,0,9,0,9,90,4,118,71,45,22,3,43,27,9,16,69,8,45,128,10,333,73,41,21,3,44,30,11,16,79,8,55,216,14,447,791,911,215,19,471,257,94,131,1085,64,863,4488,184,7847,7,0,3,0,5,0,0,0,3,0,0,27,248,289,870,954,239,28,519,292,102,142,1161,72,918,4732,438,8585
SAL80101,66,18,120,24,3,249,514,493,200,3,291,203,62,81,448,39,552,4082,173,6299,5,0,0,0,0,0,0,0,0,0,0,26,99,135,581,542,219,21,335,240,80,105,515,60,677,4138,272,6680,15,7,3,0,4,0,0,0,7,0,14,99,5,143,69,25,25,3,24,35,12,8,35,8,42,116,3,285,83,28,38,3,26,34,14,8,40,8,56,212,9,428,491,421,187,16,304,203,63,86,428,47,555,2973,137,5013,4,3,0,0,3,0,0,0,0,0,0,9,81,101,581,456,218,21,331,237,77,101,477,57,615,3197,232,5535
SAL80102,87,13,98,28,12,255,369,496,139,10,119,132,33,44,610,27,518,3532,140,5482,9,4,0,0,0,0,0,6,5,0,3,13,149,179,459,537,162,32,161,176,51,72,704,37,619,3576,296,5917,0,0,4,0,0,0,0,0,5,0,0,48,5,55,30,16,12,4,12,20,4,4,11,0,12,48,0,121,33,16,14,4,12,20,4,8,19,0,15,95,0,181,424,451,150,25,143,162,50,64,657,34,575,2713,116,4674,0,0,0,0,0,0,0,5,0,0,0,4,137,147,454,466,162,32,161,177,51,72,679,37,593,2816,254,5002
SAL80103,8,3,21,10,5,49,78,51,17,5,36,36,5,10,42,0,77,564,17,840,0,0,0,0,0,0,0,0,0,0,0,6,23,34,90,53,25,9,37,45,3,13,51,5,100,576,52,928,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,4,0,10,14,0,36,4,0,0,0,3,3,0,0,0,0,10,21,0,45,87,51,21,4,36,41,4,11,44,3,93,444,16,739,0,0,0,0,0,0,0,0,0,0,0,0,21,25,90,51,25,9,37,45,3,13,51,5,100,466,44,803
SAL80104,9,4,3,0,0,18,21,25,14,0,11,7,9,6,36,4,27,165,7,275,0,0,0,0,0,0,0,0,0,0,0,0,87,86,24,26,14,5,20,11,10,5,41,10,31,165,89,375,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,4,0,0,3,0,11,3,0,0,0,0,0,0,0,4,0,5,9,0,14,24,25,14,5,20,14,9,4,41,8,31,121,5,232,0,0,0,0,0,0,0,0,0,0,0,0,73,79,24,24,14,5,17,11,10,5,41,10,27,129,82,323
SAL80105,27,8,37,8,3,85,143,144,52,0,74,55,15,14,161,8,144,928,43,1547,0,0,0,0,0,0,0,0,0,0,0,6,56,69,167,164,60,3,94,70,21,21,191,10,182,948,108,1703,0,0,0,0,0,0,0,0,0,0,0,6,0,12,10,0,4,0,3,6,0,0,12,0,7,20,0,54,9,4,5,0,3,6,3,0,16,0,7,27,7,67,156,140,54,3,82,63,18,19,160,15,146,663,27,1250,0,0,0,0,0,0,0,0,0,0,0,5,46,50,163,144,56,3,91,68,21,22,183,10,154,699,80,1371
SAL80106,131,44,170,12,4,378,231,249,80,4,131,103,27,44,262,27,248,1533,57,2515,4,0,3,0,6,8,3,3,5,0,4,16,130,158,456,303,134,135,203,222,57,93,396,68,427,1558,198,3054,0,0,0,0,0,0,0,0,0,0,0,9,0,13,29,11,7,5,15,28,0,9,15,5,17,36,0,109,29,9,11,5,15,28,0,9,15,5,16,44,0,122,344,249,105,75,168,145,41,76,320,47,292,1140,47,2236,76,8,21,53,15,43,10,9,46,11,88,5,113,216,455,269,134,135,203,222,57,93,381,68,401,1187,155,2572
SAL80107,96,11,113,34,4,272,318,490,112,4,212,115,34,48,484,27,423,3353,148,5112,0,0,0,0,0,4,0,0,0,0,0,18,174,196,403,534,132,22,250,161,43,67,582,41,540,3400,324,5579,12,3,0,0,0,3,0,0,7,0,6,48,0,71,27,12,12,0,11,12,0,13,22,3,24,61,4,148,34,20,16,0,11,15,0,13,28,3,28,108,4,219,364,433,117,20,233,137,39,58,514,34,467,2380,96,4073,0,0,4,0,3,3,3,0,0,0,0,21,134,157,398,456,132,22,250,154,43,68,543,41,495,2510,231,4447
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,32,15,46,15,0,128,247,206,81,0,106,90,28,34,182,16,216,1594,62,2460,5,0,4,0,0,0,0,0,0,0,0,9,72,91,299,234,106,5,126,115,35,44,221,32,268,1621,127,2687,4,0,4,0,0,0,0,0,0,0,4,24,0,31,22,6,10,0,12,22,4,0,6,3,11,42,0,98,25,6,11,0,16,22,4,0,8,3,17,61,3,132,269,199,92,8,114,90,28,43,197,25,229,1180,38,2033,0,0,0,0,0,0,0,0,0,0,0,0,60,64,299,203,104,5,126,115,32,48,206,32,251,1245,101,2226
SAL80110,56,9,61,13,0,151,202,382,60,0,143,80,25,37,471,11,370,3419,82,4790,0,4,0,0,8,0,0,0,0,0,3,26,213,248,244,417,68,11,161,97,30,53,526,23,431,3450,299,5197,0,3,0,0,0,0,0,0,0,0,6,45,0,49,26,5,0,4,11,10,0,4,18,4,15,45,5,114,26,5,6,4,11,10,0,4,20,4,20,86,5,160,217,393,63,5,148,88,27,48,500,17,397,2815,68,4230,0,0,0,0,3,4,0,0,0,0,0,16,202,227,244,399,68,11,163,97,30,51,526,23,419,2928,274,4613
SAL80111,0,0,0,0,0,8,13,9,0,0,5,0,0,0,3,0,9,82,5,118,0,0,0,0,0,0,0,0,0,0,0,0,12,12,17,9,0,0,3,0,0,0,3,0,13,86,16,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,3,0,0,0,3,0,9,63,4,98,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,4,0,0,3,0,0,0,3,0,9,66,15,115
SAL80112,43,10,58,14,0,156,219,220,85,3,61,93,19,19,181,6,228,1968,85,2890,0,3,0,0,0,0,0,0,0,0,3,14,81,104,283,239,107,41,70,125,28,26,224,13,286,1992,170,3146,4,0,3,0,0,0,0,0,0,0,4,29,0,36,18,6,10,7,6,13,5,0,7,0,15,55,0,100,25,3,14,7,6,14,5,0,7,0,18,84,0,139,257,203,91,36,63,109,25,25,202,12,248,1412,70,2342,0,0,0,0,0,0,0,0,0,0,0,7,77,78,281,208,101,41,70,125,31,26,215,13,267,1499,144,2562
SAL80113,13,7,21,3,3,48,121,133,40,0,47,49,4,18,176,9,138,845,35,1399,0,0,0,0,0,0,0,0,0,0,0,0,97,99,135,132,45,5,54,56,4,23,193,10,160,847,134,1544,0,0,0,0,0,0,0,0,0,0,3,20,0,31,3,6,3,5,3,4,3,0,3,0,3,27,3,53,6,6,8,5,3,4,3,0,4,0,4,43,0,82,128,123,34,6,45,53,5,22,184,10,147,695,29,1245,5,0,0,0,0,0,0,0,0,0,0,5,94,99,135,132,45,5,48,56,4,23,187,10,152,744,123,1425
SAL80114,68,12,78,17,4,184,238,266,69,0,150,76,22,44,289,16,260,1698,86,2764,4,0,0,0,0,0,0,0,0,0,0,8,101,117,300,297,77,14,171,97,26,63,349,30,340,1725,193,3058,0,0,0,0,0,0,0,0,4,0,4,4,0,17,17,12,9,3,11,12,0,5,21,0,15,32,3,85,21,12,9,3,11,12,0,5,20,0,19,39,5,95,280,241,71,7,154,84,21,54,317,30,284,1202,60,2256,3,0,0,0,0,0,0,0,0,0,4,5,82,93,300,248,77,14,171,97,26,63,337,30,301,1244,149,2445
SAL80115,53,12,61,20,6,187,274,294,97,3,145,103,32,40,307,16,264,1861,74,3011,3,4,0,0,0,0,0,3,0,0,0,12,135,162,349,331,127,17,176,143,42,60,357,28,326,1894,210,3354,0,0,0,0,0,0,0,0,5,0,3,14,0,22,22,12,19,5,22,20,5,7,15,0,18,37,0,113,21,15,19,5,22,20,5,7,20,0,21,54,0,136,323,266,102,13,148,116,36,57,318,29,282,1279,66,2409,3,0,0,0,0,0,0,0,0,0,4,0,107,119,350,275,127,17,172,141,39,60,340,28,307,1339,171,2664
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,49,9,53,22,0,136,217,285,60,0,101,73,28,31,302,15,224,1825,76,2806,3,3,0,0,0,0,0,0,0,0,0,12,112,130,260,316,63,7,126,90,34,42,350,22,279,1858,180,3069,0,0,0,0,0,0,0,0,0,0,0,8,0,12,19,10,10,0,13,10,4,6,9,3,12,41,6,98,24,10,10,0,13,10,4,6,14,3,12,48,6,106,238,257,54,7,109,78,27,31,320,18,237,1262,56,2209,0,0,0,0,0,0,0,0,0,0,0,9,96,107,260,272,63,7,126,90,33,40,333,22,246,1322,153,2427
SAL80118,56,11,64,16,6,140,223,268,73,5,118,94,30,22,278,11,227,1375,71,2342,7,3,0,0,0,3,0,0,0,0,3,6,92,103,265,286,96,13,148,125,36,32,333,25,290,1403,162,2587,0,0,0,0,0,0,0,0,0,0,0,9,0,15,28,5,10,0,17,18,5,0,18,3,17,44,0,102,28,9,9,0,17,18,5,0,15,3,17,47,3,115,233,240,86,7,136,104,33,36,287,20,246,956,52,1883,0,4,0,0,0,0,0,0,3,0,0,0,67,79,260,244,96,13,143,119,36,32,307,25,269,1004,124,2068
