SAL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SAL80109,453,317,261,308,386,326,251,204,73,2568,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,18,3,8,9,5,6,0,0,60,0,18,3,8,9,5,6,0,0,60,454,333,263,322,389,329,255,207,69,2623
SAL80110,575,558,1827,868,472,352,216,100,39,5006,0,0,0,0,0,0,0,0,0,0,6,8,21,11,19,14,24,6,3,110,0,0,4,4,0,0,4,0,0,21,0,4,10,7,3,0,0,0,0,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,18,21,9,4,3,5,0,0,73,0,0,0,0,0,0,0,0,0,0,11,30,57,34,31,19,43,5,3,230,8,30,57,36,31,19,43,8,3,235,584,592,1881,905,497,376,253,107,43,5238
SAL80111,23,20,3,12,27,18,11,5,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,3,13,27,18,11,6,3,136
SAL80112,576,469,225,349,456,389,281,142,125,3016,0,0,0,0,0,0,0,0,0,4,4,19,8,3,0,0,7,4,0,47,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,9,0,26,0,0,0,0,0,0,0,0,0,0,4,30,16,9,6,0,5,11,0,80,5,30,16,7,6,0,5,10,0,83,588,497,242,361,464,389,285,151,128,3099
SAL80113,122,236,290,168,162,214,162,83,19,1461,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,4,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,18,4,4,0,5,5,3,0,49,5,18,8,4,0,5,5,3,0,53,124,257,293,174,162,218,169,86,19,1512
SAL80114,598,364,439,418,395,372,255,83,25,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,5,11,8,0,6,4,41,0,0,0,0,0,0,0,0,0,0,8,3,12,8,13,19,0,8,4,67,8,3,12,8,13,19,4,8,4,71,601,367,451,424,407,388,254,87,28,3016
SAL80115,670,322,401,482,431,315,342,211,62,3244,0,0,0,0,0,0,0,0,0,0,8,0,4,3,6,3,11,4,0,35,0,0,0,0,0,0,6,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,6,9,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,13,4,11,14,16,12,12,4,8,88,13,4,11,14,16,12,12,3,8,90,686,324,418,496,445,326,355,213,65,3333
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL80117,623,312,487,506,374,257,219,139,28,2943,6,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,3,0,0,17,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,13,13,8,8,4,3,0,0,52,5,13,13,8,5,4,6,0,0,60,635,322,500,512,389,259,220,141,28,3006
SAL80118,510,301,291,398,328,231,286,117,26,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,5,0,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,4,7,11,3,4,3,4,0,0,40,4,7,11,3,4,3,5,0,0,44,516,309,300,403,334,237,286,119,26,2527
SAL80119,376,207,192,251,282,224,279,185,129,2125,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,5,0,0,5,32,0,0,0,0,0,0,0,0,0,0,4,8,8,3,5,8,7,8,5,57,4,8,8,3,5,12,7,8,5,57,382,212,202,251,282,240,289,195,130,2187
SAL80120,179,82,198,155,56,19,14,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,3,0,0,19,9,0,3,0,0,0,3,0,0,19,186,78,206,159,55,21,14,0,0,724
SAL80121,41,46,60,73,91,143,110,57,7,625,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,10,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,3,7,3,8,7,23,0,0,46,5,3,7,3,8,8,23,0,0,52,45,49,69,76,95,151,126,57,8,680
SAL80122,635,200,526,482,151,95,67,16,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,22,6,4,8,0,0,0,0,0,0,29,639,205,543,483,157,98,63,16,0,2202
SAL80123,21,3,19,6,9,11,8,0,0,84,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,13,0,5,10,0,0,0,0,0,0,13,21,13,22,6,9,11,11,0,0,92
SAL80124,701,511,537,485,525,537,249,74,22,3636,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,17,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,12,0,0,4,4,0,0,45,0,0,0,0,0,0,0,0,0,0,9,22,10,0,3,11,8,6,0,65,13,22,16,0,3,11,8,6,0,70,713,533,556,487,523,546,251,73,22,3708
SAL80125,710,185,507,577,238,85,51,19,3,2371,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,4,0,0,0,18,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,6,7,9,3,3,0,0,0,42,7,6,7,9,3,3,0,0,0,42,717,194,518,581,241,87,48,19,3,2409
SAL80126,514,272,243,331,351,251,180,143,34,2332,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,3,8,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,4,13,13,6,7,6,3,4,0,54,4,13,13,6,7,6,3,4,0,54,519,287,254,340,363,255,185,148,34,2388
SAL80127,337,821,1361,617,394,323,251,117,38,4263,0,0,0,0,0,0,0,0,0,0,0,5,16,10,9,3,5,0,0,53,0,7,0,0,5,7,0,0,0,15,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,32,5,3,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,31,48,14,22,18,10,4,0,146,0,31,47,14,22,18,10,4,0,151,340,850,1411,628,417,341,263,122,38,4413
SAL80128,80,40,32,62,45,29,6,3,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,80,38,32,62,45,29,10,3,0,311
SAL80129,1549,792,968,1119,942,907,905,342,93,7605,0,0,0,0,0,4,0,0,0,8,4,9,11,3,11,5,12,8,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,21,20,9,5,6,0,0,93,0,0,0,0,0,0,0,0,0,0,23,27,35,31,17,15,24,7,3,184,23,28,36,31,23,18,24,5,3,190,1569,823,999,1146,960,922,927,347,91,7791
SAL80130,561,278,344,415,354,256,251,192,50,2700,0,0,0,0,0,0,0,0,0,6,0,4,4,3,5,3,5,0,0,21,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,0,0,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,9,7,16,6,3,22,4,4,0,67,9,7,16,6,3,22,10,0,0,70,572,289,365,419,354,275,262,197,50,2774
SAL80131,1308,728,1235,1208,817,572,336,198,70,6461,0,0,0,0,0,3,3,3,0,11,0,9,8,4,7,19,3,0,0,60,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,11,15,13,10,8,8,5,0,85,0,0,0,0,0,0,0,0,0,0,22,26,31,20,23,29,14,6,0,168,22,21,32,20,25,34,14,5,0,173,1325,750,1260,1228,846,605,350,204,72,6638
SAL80132,514,364,275,349,393,280,262,205,75,2711,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,8,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0,9,14,3,8,5,6,8,5,4,60,9,17,3,8,5,6,8,5,4,60,521,379,277,355,397,287,270,209,70,2771
SAL80133,735,379,410,543,533,351,372,343,170,3838,0,0,0,0,0,0,0,0,0,0,0,7,6,7,3,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,6,7,4,3,0,3,45,0,0,0,0,0,0,0,0,0,0,7,14,10,12,9,4,7,5,3,80,12,14,9,12,9,4,7,5,3,84,746,395,417,557,544,356,387,345,171,3923
SAL80134,4,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,7
SAL80135,765,402,980,792,371,225,118,32,9,3692,0,0,0,0,0,0,0,0,0,0,0,7,8,0,5,3,0,0,0,22,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,16,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,10,18,23,5,3,8,0,0,0,70,10,23,23,5,3,8,0,0,0,71,774,424,1003,799,375,230,122,37,9,3767
SAL80136,468,317,197,343,402,438,484,241,85,2969,0,0,0,0,0,0,0,0,0,0,0,10,9,3,11,7,6,4,0,45,0,3,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,4,4,5,3,14,5,3,0,52,0,0,0,0,0,0,0,0,0,0,10,20,17,13,16,28,15,8,0,117,10,20,17,13,16,28,15,8,0,117,479,331,216,353,418,462,494,247,85,3092
SAL89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
