SAL_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SAL80089,0,0,72,0,44,0,0,44,0,46,0,0,4,0,9,0,10,0,0,0,0,0,0,0,5,45,4,0,52,0,56,0,0,0,0,0,0,0,67,52,4,0,52,0,120,26,4,0,0,4,0,30,0,21,0,0,21,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,17,0,0,0,0,0,0,0,25,21,0,0,20,0,45,11,0,0,0,0,0,11,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,11,12,0,0,12,0,24,913,50,0,0,50,0,961,73,486,5,3,491,0,562,4,24,17,0,44,0,45,0,0,0,0,0,0,0,76,511,22,3,535,0,614,0,0,0,0,0,0,0,988,563,22,3,585,0,1576
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,3,0,37,0,7,7,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,17,0,17,0,0,0,0,0,0,0,43,8,6,0,21,0,53,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,0,0,12,0,6,0,3,0,13,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,278,14,0,0,14,4,297,12,112,11,0,118,0,132,0,5,12,0,16,0,16,0,0,0,0,0,0,0,12,114,21,0,132,0,150,0,0,0,0,0,0,0,295,131,21,0,150,4,445
SAL80092,0,0,38,0,18,0,0,18,0,19,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,15,0,0,16,0,14,0,0,0,0,0,0,0,39,15,0,0,16,0,58,18,0,0,0,0,0,18,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,8,0,0,0,0,0,0,0,21,5,0,0,7,0,24,10,0,0,0,0,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,4,0,0,4,0,16,307,17,0,0,17,0,328,27,185,5,0,197,0,223,0,9,3,0,11,0,11,0,0,0,0,0,0,0,27,197,9,0,206,0,237,3,5,0,0,5,0,5,341,211,9,0,222,0,562
SAL80093,0,0,48,4,14,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,14,0,20,0,0,0,0,0,0,0,51,17,0,0,16,0,68,17,0,0,0,0,0,17,0,12,0,0,12,0,14,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,11,0,14,0,0,0,0,0,0,0,24,11,0,0,11,0,33,12,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,17,3,0,0,3,0,17,327,18,0,0,18,0,339,21,106,0,0,106,0,125,0,7,8,0,15,0,15,0,0,0,0,0,0,0,21,106,8,0,119,0,142,0,0,0,0,0,0,0,346,123,8,0,137,0,485
SAL80094,5,0,71,0,7,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,9,0,0,0,0,0,0,0,66,10,0,0,14,0,81,30,0,0,0,0,0,26,0,4,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,0,8,0,9,0,0,0,0,0,0,0,29,5,4,0,5,0,38,9,0,0,0,0,0,9,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,9,4,0,0,4,0,15,545,31,0,0,31,0,572,27,106,10,0,110,0,145,0,6,4,0,12,0,12,0,0,0,0,0,0,0,27,111,16,0,122,0,156,0,0,0,0,0,0,0,572,144,16,0,154,0,731
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,0,0,78,6,21,0,0,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,27,0,33,0,0,0,0,0,0,0,82,29,0,0,27,0,109,23,0,0,0,0,0,23,0,16,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,18,0,16,0,0,0,0,0,0,0,20,15,5,0,18,0,41,17,0,0,0,0,0,17,0,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,10,0,0,0,0,0,0,0,16,10,0,0,12,0,29,681,13,0,0,13,6,695,42,233,6,0,245,0,283,0,13,6,0,14,0,14,0,0,0,0,0,0,0,42,247,8,0,256,0,298,0,0,0,0,0,0,0,727,262,8,0,271,6,995
SAL80098,6,0,51,5,56,0,0,57,0,59,0,8,4,0,9,0,9,0,0,0,0,0,0,0,5,61,5,0,62,0,65,0,0,0,0,0,0,0,48,64,5,0,68,0,115,12,0,0,0,0,0,9,0,33,0,0,29,0,29,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,28,0,0,33,0,33,0,0,0,0,0,0,0,12,33,0,0,34,0,46,0,3,0,0,3,0,6,0,14,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,11,0,11,0,0,0,0,0,0,0,0,14,3,0,15,0,17,496,41,0,5,47,0,548,30,843,9,0,857,0,892,0,51,13,0,69,0,66,0,0,0,0,0,0,0,34,894,30,0,920,0,954,0,0,0,0,0,0,0,531,934,30,5,966,0,1503
SAL80099,3,0,106,9,39,0,0,40,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,42,0,52,0,0,0,0,0,0,0,113,40,0,0,45,0,161,43,0,0,0,0,0,45,6,19,0,0,23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,23,0,24,0,0,0,0,0,0,0,48,22,0,0,21,0,70,10,0,0,0,0,0,12,5,17,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,15,0,20,0,0,0,0,0,0,0,19,17,0,0,19,0,31,693,31,0,0,31,0,730,80,292,3,0,298,4,381,0,0,12,0,8,0,8,0,0,0,0,0,0,0,80,296,13,0,305,4,387,0,0,0,0,0,0,0,773,325,13,0,338,4,1117
SAL80100,7,0,161,14,66,0,0,66,0,79,0,11,0,0,8,0,8,0,0,0,0,0,0,0,10,76,0,0,73,0,87,0,0,0,0,0,0,0,165,81,0,0,81,0,247,59,3,0,0,3,0,60,4,33,0,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,40,0,42,0,0,0,0,0,0,0,62,37,0,0,37,0,101,18,0,0,0,0,0,18,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,10,0,10,0,0,0,0,0,0,0,18,10,3,0,10,0,29,1313,84,0,0,84,0,1393,95,691,12,0,705,4,802,3,50,22,0,72,0,75,0,0,0,0,0,0,0,101,736,36,0,773,4,879,0,6,0,0,6,6,4,1411,823,36,0,861,5,2278
SAL80101,7,0,160,12,30,3,0,40,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,7,0,41,0,47,0,0,0,0,0,0,0,161,45,7,0,51,0,211,89,3,0,0,3,0,94,5,47,3,0,51,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,3,0,51,0,61,0,0,0,0,0,0,0,95,52,3,0,55,0,152,45,0,0,0,0,0,45,0,24,0,0,24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,20,0,0,0,0,0,0,0,44,24,0,0,24,0,67,917,47,0,0,47,0,963,64,359,23,0,380,0,439,0,3,6,0,13,0,13,0,0,0,0,0,0,0,64,357,28,0,388,0,452,0,0,0,0,0,0,0,980,400,28,0,435,0,1416
SAL80102,4,0,134,8,18,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,18,0,22,0,0,0,0,0,0,0,137,21,0,0,21,0,160,47,0,0,0,0,0,49,5,11,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,13,0,15,0,0,0,0,0,0,0,54,11,0,0,15,0,65,32,0,0,0,0,0,32,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,3,0,0,3,0,39,739,42,0,0,42,0,776,47,152,0,0,157,0,211,0,6,3,0,7,0,7,0,0,0,0,0,0,0,47,159,7,0,165,0,220,0,0,0,0,0,0,0,790,202,7,0,204,0,995
SAL80103,0,0,20,0,8,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,9,0,0,0,0,0,0,0,22,8,0,0,8,0,25,12,0,0,0,0,0,12,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,11,0,0,0,0,0,0,0,13,7,0,0,7,0,21,7,0,0,0,0,0,8,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,7,4,0,0,4,0,9,75,3,0,0,3,0,81,15,69,4,0,72,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,69,4,0,72,0,87,0,0,0,0,0,0,0,89,73,4,0,75,0,167
SAL80104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,16,0,0,16,0,25,6,0,0,0,0,0,6,0,0,0,0,0,0,0,4,16,0,0,16,0,25,0,0,0,0,0,0,0,19,16,0,0,16,0,38
SAL80105,4,0,36,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,34,5,0,0,5,0,41,11,0,0,0,0,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,3,0,11,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,234,13,0,0,13,0,245,10,41,0,0,44,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,4,0,47,0,56,0,0,0,0,0,0,0,249,52,4,0,59,0,302
SAL80106,0,0,35,5,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,9,0,0,0,0,0,0,0,36,3,0,0,3,0,43,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,5,263,3,7,0,8,0,274,24,98,4,0,107,0,136,0,7,0,0,7,0,7,0,0,0,0,0,0,0,24,107,4,0,118,0,140,0,0,0,0,0,0,0,292,118,15,0,124,0,418
SAL80107,0,0,65,9,36,6,0,39,0,51,0,0,0,0,8,0,8,0,0,0,0,0,0,0,9,35,6,0,45,0,49,0,0,0,0,0,0,0,72,35,4,0,43,0,120,35,0,0,0,0,0,37,0,17,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,24,0,0,0,0,0,0,0,38,17,4,0,23,0,59,17,0,0,0,0,0,17,0,7,0,0,11,0,8,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,14,4,0,14,0,15,0,0,0,0,0,0,0,21,14,4,0,14,0,35,615,23,4,0,23,0,635,54,344,14,0,354,0,412,0,22,16,0,38,0,38,0,0,0,0,0,0,0,54,368,32,0,391,0,448,0,4,0,0,4,0,4,665,389,32,0,420,0,1086
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,3,0,62,0,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,11,0,0,0,0,0,0,0,64,15,0,0,15,0,76,22,0,0,0,0,0,27,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,22,5,0,0,5,0,28,12,0,0,0,0,0,12,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,12,5,0,0,5,0,21,387,10,0,3,15,0,403,15,80,0,0,88,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,88,0,0,87,0,100,0,0,0,0,0,3,3,400,91,0,3,103,3,503
SAL80110,0,0,7,4,21,0,0,21,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,15,0,23,0,0,0,0,0,0,0,9,21,0,0,15,0,23,3,0,0,0,0,0,3,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,11,0,0,0,0,0,0,0,3,7,0,0,7,0,15,4,0,0,0,0,0,4,0,4,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,0,0,0,0,0,0,4,4,0,0,5,0,3,115,8,4,0,7,0,120,24,344,3,0,344,0,371,0,8,3,0,9,0,14,0,0,0,0,0,0,0,22,347,10,0,353,0,381,0,0,0,0,0,0,0,134,354,13,0,366,0,504
SAL80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25
SAL80112,4,0,84,16,26,0,0,27,0,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,24,0,0,28,0,48,0,0,0,0,0,0,0,95,27,0,0,30,0,127,33,6,0,0,6,0,35,6,14,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,14,0,19,0,0,0,0,0,0,0,38,11,0,0,11,0,48,20,4,0,0,4,0,27,0,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,16,0,0,0,0,0,0,0,24,10,0,0,12,0,39,448,31,0,0,31,0,485,60,171,3,0,177,0,228,0,3,0,0,3,0,9,0,0,0,0,0,0,0,58,173,6,0,178,0,238,0,0,0,0,0,0,0,509,205,6,0,211,0,721
SAL80113,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,26,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,93,6,0,0,6,0,105,0,25,0,0,25,0,28,0,3,3,0,5,0,5,0,0,0,0,0,0,0,0,27,3,0,25,0,33,0,0,0,0,0,0,0,95,33,3,0,31,0,133
SAL80114,3,0,47,0,14,5,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,17,0,17,0,0,0,0,0,0,0,47,20,5,0,22,0,69,20,0,0,0,0,0,20,0,7,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,9,0,0,0,0,0,0,0,22,7,0,0,9,0,27,8,0,0,0,0,0,10,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,10,4,0,0,6,0,15,370,13,0,0,13,0,376,23,110,11,0,119,0,134,0,0,8,0,7,0,10,0,0,0,0,0,0,0,21,110,14,0,124,0,148,4,0,0,0,0,0,4,392,125,14,0,134,0,522
